,FlightDate,Carrier,Origin,Dest,Distance,DistanceGroup
16939,2017-09-27,WN,DTW,MDW,228.0,1
993,2017-09-19,AA,DFW,EWR,1372.0,6
16408,2017-09-10,UA,LAX,IAD,2288.0,10
3589,2017-09-14,AA,LAX,JFK,2475.0,10
2859,2017-09-25,DL,BHM,ATL,134.0,1
3880,2017-09-21,B6,LGB,SLC,588.0,3
8368,2017-09-22,WN,DAL,MSY,436.0,2
11937,2017-09-22,AS,PDX,SEA,129.0,1
13710,2017-09-13,OO,BNA,RDU,442.0,2
15502,2017-09-02,VX,PSP,SFO,421.0,2
83,2017-09-14,AA,DFW,AUS,190.0,1
2959,2017-09-04,AA,DTW,DFW,986.0,4
8470,2017-09-29,UA,LAS,SFO,414.0,2
8289,2017-09-26,B6,BOS,RSW,1249.0,5
6908,2017-09-19,OO,SNA,SFO,372.0,2
11392,2017-09-15,WN,LAX,MDW,1750.0,8
169,2017-09-08,AA,DFW,SNA,1205.0,5
19225,2017-09-13,AS,BOS,SAN,2588.0,11
3716,2017-09-11,OO,CLE,DTW,95.0,1
12618,2017-09-10,NK,SEA,LAX,954.0,4
12809,2017-09-29,WN,LAS,MDW,1521.0,7
5493,2017-09-16,DL,JFK,LAX,2475.0,10
14140,2017-09-18,DL,ATL,FLL,581.0,3
3690,2017-09-24,OO,MSP,FSD,196.0,1
16459,2017-09-12,DL,ATL,ICT,782.0,4
8388,2017-09-01,WN,RDU,DAL,1052.0,5
17464,2017-09-11,DL,ATL,JAX,270.0,2
11680,2017-09-29,DL,SNA,DTW,1960.0,8
4693,2017-09-20,OO,DEN,BUR,850.0,4
4536,2017-09-09,AA,CLT,EWR,529.0,3
12018,2017-09-14,OO,LAX,EUG,748.0,3
2608,2017-09-29,OO,SFO,SNA,372.0,2
142,2017-09-14,AA,LAS,ORD,1514.0,7
15179,2017-09-26,HA,HNL,ITO,216.0,1
7065,2017-09-05,WN,CLT,BWI,361.0,2
17259,2017-09-30,AS,SEA,MCO,2554.0,11
5315,2017-09-25,EV,ABE,ATL,692.0,3
7170,2017-09-10,OO,LAX,LAS,236.0,1
16446,2017-09-06,AA,ORD,CLT,599.0,3
9651,2017-09-23,AS,BUR,SEA,937.0,4
2194,2017-09-02,DL,ATL,DSM,743.0,3
2395,2017-09-21,WN,FLL,BWI,925.0,4
13969,2017-09-12,EV,IAH,BHM,562.0,3
8403,2017-09-22,EV,IAH,IND,844.0,4
18758,2017-09-06,WN,SMF,LGB,387.0,2
19369,2017-09-07,DL,MSP,MKE,297.0,2
3084,2017-09-29,AA,SFO,CLT,2296.0,10
2668,2017-09-12,B6,BOS,DTW,632.0,3
17785,2017-09-03,OO,SBP,SFO,190.0,1
11751,2017-09-14,B6,BUF,MCO,1011.0,5
15092,2017-09-03,VX,SFO,EWR,2565.0,11
1015,2017-09-09,EV,DFW,BTR,383.0,2
9778,2017-09-03,OO,OMA,DEN,472.0,2
17116,2017-09-24,WN,LAS,SAN,258.0,2
15784,2017-09-20,WN,BNA,CMH,337.0,2
8804,2017-09-28,OO,YUM,PHX,160.0,1
12703,2017-09-01,WN,PHX,LAX,370.0,2
15659,2017-09-12,EV,BNA,EWR,748.0,3
15012,2017-09-05,AA,ORD,MIA,1197.0,5
4013,2017-09-21,WN,BUF,MDW,468.0,2
19931,2017-09-20,AA,DFW,IAH,224.0,1
19993,2017-09-15,UA,EWR,SAN,2425.0,10
9092,2017-09-19,AS,SEA,AUS,1770.0,8
8990,2017-09-24,DL,ABQ,ATL,1269.0,6
13905,2017-09-02,OO,ORD,DTW,235.0,1
14424,2017-09-23,F9,MCO,COS,1520.0,7
16003,2017-09-26,WN,MEM,MDW,480.0,2
15441,2017-09-12,WN,SAN,LAS,258.0,2
15258,2017-09-08,B6,ACK,DCA,405.0,2
12931,2017-09-29,WN,DEN,EWR,1605.0,7
5313,2017-09-24,UA,EWR,FLL,1065.0,5
9396,2017-09-18,WN,PHX,SAN,304.0,2
5084,2017-09-15,WN,FLL,TPA,197.0,1
15405,2017-09-23,OO,SFO,SBP,190.0,1
13612,2017-09-26,WN,ALB,MDW,717.0,3
1404,2017-09-22,OO,GEG,SEA,224.0,1
17159,2017-09-30,DL,DTW,TPA,983.0,4
6133,2017-09-28,AA,ORD,LAX,1744.0,7
14133,2017-09-25,EV,ATL,TYS,152.0,1
17569,2017-09-30,AA,MCO,DFW,985.0,4
4910,2017-09-02,UA,EWR,SAN,2425.0,10
1945,2017-09-11,OO,CMH,ORD,296.0,2
1636,2017-09-21,AA,MIA,BNA,806.0,4
8385,2017-09-25,AA,LAS,PHX,255.0,2
16236,2017-09-17,EV,EVV,ORD,272.0,2
1529,2017-09-02,AA,BOS,JFK,187.0,1
11633,2017-09-13,HA,OGG,ITO,121.0,1
450,2017-09-26,EV,IAH,BHM,562.0,3
1163,2017-09-16,B6,FLL,EWR,1065.0,5
19992,2017-09-27,AS,SEA,SAN,1050.0,5
5601,2017-09-12,WN,MDW,BNA,395.0,2
13583,2017-09-25,AA,ORD,DEN,888.0,4
9504,2017-09-15,UA,ORD,SEA,1721.0,7
7171,2017-09-28,DL,LAX,DTW,1979.0,8
11688,2017-09-07,WN,SMF,PHX,647.0,3
5814,2017-09-30,OO,BMI,ORD,116.0,1
9126,2017-09-13,VX,SFO,JFK,2586.0,11
12302,2017-09-11,EV,CMH,IAH,986.0,4
3290,2017-09-03,OO,DTW,SBN,157.0,1
13407,2017-09-12,AS,SEA,MSY,2086.0,9
14420,2017-09-10,NK,MSP,ORD,334.0,2
4880,2017-09-29,UA,MEM,ORD,491.0,2
19527,2017-09-01,DL,TPA,DTW,983.0,4
12810,2017-09-05,OO,OMA,ORD,416.0,2
9620,2017-09-23,DL,LAX,BOS,2611.0,11
8812,2017-09-15,WN,SFO,LAX,337.0,2
8044,2017-09-29,DL,DTW,PHX,1671.0,7
15279,2017-09-12,WN,DEN,HOU,883.0,4
7738,2017-09-27,AA,JFK,MIA,1089.0,5
11578,2017-09-10,OO,BOI,SEA,399.0,2
6624,2017-09-23,UA,LAX,IAD,2288.0,10
14725,2017-09-10,DL,ATL,PVD,903.0,4
1753,2017-09-03,UA,DEN,BOS,1754.0,8
1357,2017-09-08,EV,MHT,ORD,843.0,4
8367,2017-09-21,OO,LAX,FAT,209.0,1
7657,2017-09-18,OO,SAN,LAX,109.0,1
18622,2017-09-11,AA,ORD,DFW,802.0,4
8097,2017-09-26,NK,TPA,IAH,787.0,4
10769,2017-09-15,WN,ELP,PHX,347.0,2
16417,2017-09-29,NK,CAK,LAS,1846.0,8
2075,2017-09-22,DL,DTW,OMA,651.0,3
723,2017-09-20,AA,DFW,RNO,1345.0,6
5370,2017-09-04,DL,DTW,CLT,500.0,3
13645,2017-09-28,EV,EWR,MEM,946.0,4
16012,2017-09-03,DL,SEA,ORD,1721.0,7
1954,2017-09-16,WN,BNA,DEN,1014.0,5
3708,2017-09-19,UA,SFO,PDX,550.0,3
16838,2017-09-24,DL,JFK,SAN,2446.0,10
9400,2017-09-11,HA,OAK,HNL,2409.0,10
4291,2017-09-13,WN,PHX,ELP,347.0,2
821,2017-09-28,WN,MHT,MCO,1142.0,5
11169,2017-09-28,DL,DEN,MSP,680.0,3
1462,2017-09-24,UA,ORD,LAX,1744.0,7
9695,2017-09-06,WN,MDW,LAS,1521.0,7
19594,2017-09-19,NK,EWR,MYR,550.0,3
17954,2017-09-29,AS,OGG,SEA,2640.0,11
7958,2017-09-23,AA,PHX,STL,1262.0,6
6989,2017-09-20,AA,PHX,SLC,507.0,3
18213,2017-09-08,WN,PHX,MCI,1044.0,5
12630,2017-09-20,WN,SAN,OAK,446.0,2
3504,2017-09-24,AA,DCA,BOS,399.0,2
1554,2017-09-07,AA,PBI,CLT,590.0,3
7076,2017-09-05,DL,ATL,MIA,594.0,3
9300,2017-09-11,EV,MOB,ATL,302.0,2
3654,2017-09-12,WN,FLL,LAS,2173.0,9
1103,2017-09-20,B6,IAD,BOS,413.0,2
3075,2017-09-30,B6,CLE,BOS,563.0,3
3089,2017-09-29,WN,OAK,HOU,1642.0,7
17905,2017-09-18,AA,AUS,DFW,190.0,1
17930,2017-09-25,WN,DAL,TUL,237.0,1
11997,2017-09-10,WN,PVD,TPA,1136.0,5
19583,2017-09-28,WN,MCI,MDW,405.0,2
1189,2017-09-14,AA,RNO,PHX,601.0,3
6460,2017-09-03,WN,DAL,PHL,1295.0,6
19994,2017-09-11,UA,ORD,ORF,717.0,3
2944,2017-09-10,AA,RDU,LAX,2239.0,9
1256,2017-09-05,AS,SEA,SLC,689.0,3
11782,2017-09-24,WN,DCA,DAL,1184.0,5
7362,2017-09-15,DL,ATL,MSY,425.0,2
13636,2017-09-12,WN,ATL,CMH,447.0,2
4458,2017-09-01,UA,BWI,LAX,2329.0,10
6448,2017-09-22,WN,SNA,SJC,342.0,2
17322,2017-09-14,OO,PIA,ATL,565.0,3
18099,2017-09-13,WN,LAX,SMF,373.0,2
8566,2017-09-13,OO,PDX,MSP,1426.0,6
7658,2017-09-28,WN,DAL,DEN,651.0,3
3395,2017-09-28,EV,BOS,RIC,474.0,2
14125,2017-09-10,DL,SEA,LAX,954.0,4
1629,2017-09-08,UA,SEA,DEN,1024.0,5
10006,2017-09-21,WN,RNO,OAK,181.0,1
4111,2017-09-15,DL,LAX,SEA,954.0,4
5581,2017-09-10,DL,ATL,BHM,134.0,1
16451,2017-09-19,DL,MSP,SNA,1522.0,7
10595,2017-09-02,OO,DEN,DRO,250.0,2
1690,2017-09-08,NK,LAS,DEN,628.0,3
11807,2017-09-29,EV,IAH,BHM,562.0,3
14705,2017-09-26,UA,DEN,SBA,916.0,4
3979,2017-09-06,WN,IND,ATL,432.0,2
1584,2017-09-02,WN,ATL,FLL,581.0,3
3115,2017-09-02,UA,EWR,LAS,2227.0,9
8350,2017-09-02,WN,HOU,DAL,239.0,1
18232,2017-09-03,WN,LIT,DAL,296.0,2
7314,2017-09-12,WN,BUR,SJC,296.0,2
15805,2017-09-21,WN,PHL,DEN,1558.0,7
10021,2017-09-20,WN,BNA,PHL,675.0,3
8435,2017-09-30,DL,CMH,ATL,447.0,2
14935,2017-09-27,AS,PHX,SEA,1107.0,5
2852,2017-09-26,DL,PHL,MSP,980.0,4
19521,2017-09-19,UA,EWR,BOS,200.0,1
16471,2017-09-12,VX,SFO,BOS,2704.0,11
2204,2017-09-09,OO,ORD,MEI,667.0,3
9912,2017-09-13,WN,LAS,RNO,345.0,2
4570,2017-09-12,DL,ATL,MCI,692.0,3
8008,2017-09-23,UA,AVL,EWR,583.0,3
9727,2017-09-06,UA,DEN,SAT,794.0,4
18519,2017-09-21,OO,SEA,BOI,399.0,2
2172,2017-09-03,WN,LAS,LGB,231.0,1
11255,2017-09-03,UA,MSP,ORD,334.0,2
14067,2017-09-18,WN,AUS,ELP,528.0,3
13920,2017-09-11,UA,SAN,SFO,447.0,2
1984,2017-09-10,HA,HNL,KOA,163.0,1
11934,2017-09-08,WN,SJC,MDW,1838.0,8
310,2017-09-28,AA,ATL,PHL,666.0,3
12273,2017-09-25,DL,DEN,CVG,1069.0,5
4092,2017-09-27,DL,LGA,MCO,950.0,4
17136,2017-09-20,WN,DEN,LAS,628.0,3
17224,2017-09-01,OO,SMF,LAX,373.0,2
7295,2017-09-18,UA,SFO,PHX,651.0,3
3762,2017-09-24,OO,FWA,DTW,128.0,1
4603,2017-09-05,UA,DEN,SMF,909.0,4
3774,2017-09-18,WN,LAS,BWI,2106.0,9
18914,2017-09-01,AA,DFW,AUS,190.0,1
15112,2017-09-24,UA,SFO,AUS,1504.0,7
10169,2017-09-27,WN,BOS,BWI,369.0,2
14309,2017-09-22,WN,LAS,SNA,226.0,1
10010,2017-09-15,DL,SRQ,ATL,444.0,2
2362,2017-09-20,NK,EWR,MCO,937.0,4
9769,2017-09-20,B6,ROC,JFK,264.0,2
17457,2017-09-10,AA,DCA,BOS,399.0,2
9079,2017-09-15,OO,MOT,DEN,604.0,3
3234,2017-09-21,OO,ORD,MCI,403.0,2
8925,2017-09-06,AA,DFW,ABQ,569.0,3
19417,2017-09-06,F9,ATL,LAS,1747.0,7
9401,2017-09-08,NK,LAS,IAH,1222.0,5
14806,2017-09-29,OO,GEG,SEA,224.0,1
11310,2017-09-27,F9,MCO,IND,829.0,4
2673,2017-09-16,B6,BUF,JFK,301.0,2
14700,2017-09-21,AS,SEA,FAI,1533.0,7
8541,2017-09-07,WN,MDW,RSW,1105.0,5
403,2017-09-26,UA,EWR,CHS,628.0,3
12291,2017-09-23,EV,HRL,IAH,295.0,2
15607,2017-09-22,AA,CLT,PIT,366.0,2
5214,2017-09-25,DL,ATL,IND,432.0,2
17068,2017-09-27,OO,ORD,BNA,409.0,2
2027,2017-09-08,AS,HNL,SAN,2614.0,11
4884,2017-09-13,OO,DEN,LAX,862.0,4
923,2017-09-21,OO,BNA,ORD,409.0,2
3686,2017-09-27,EV,IAH,AMA,517.0,3
19684,2017-09-20,DL,STL,DTW,440.0,2
8748,2017-09-28,F9,LAS,CVG,1678.0,7
5633,2017-09-25,UA,SFO,SNA,372.0,2
11470,2017-09-15,B6,BOS,ATL,946.0,4
4712,2017-09-18,UA,EWR,FLL,1065.0,5
11530,2017-09-28,OO,SLC,PSC,521.0,3
18241,2017-09-14,WN,HOU,HRL,277.0,2
5332,2017-09-30,B6,LGB,LAS,231.0,1
15527,2017-09-14,AA,ATL,CLT,226.0,1
13004,2017-09-22,AA,ORD,MIA,1197.0,5
5524,2017-09-03,WN,GEG,BOI,287.0,2
8709,2017-09-24,NK,ORD,IAH,925.0,4
4783,2017-09-24,UA,EWR,SNA,2434.0,10
10680,2017-09-02,NK,BWI,ORD,622.0,3
12106,2017-09-11,EV,EWR,ROC,246.0,1
7868,2017-09-29,EV,IAH,OMA,781.0,4
15958,2017-09-03,UA,BOS,DEN,1754.0,8
7456,2017-09-21,AA,CLE,CLT,430.0,2
3018,2017-09-09,VX,SFO,IAD,2419.0,10
6144,2017-09-17,DL,JFK,MCO,944.0,4
3160,2017-09-19,OO,ORD,CHA,501.0,3
1328,2017-09-23,F9,DEN,SFO,967.0,4
17725,2017-09-15,UA,PHL,IAH,1325.0,6
16864,2017-09-22,WN,ATL,LGA,762.0,4
4264,2017-09-22,OO,FNT,ORD,223.0,1
7244,2017-09-01,AA,DFW,STL,550.0,3
2909,2017-09-28,WN,MDW,PHL,668.0,3
8371,2017-09-06,DL,MDT,ATL,620.0,3
19335,2017-09-15,WN,SEA,MDW,1733.0,7
11099,2017-09-25,AS,SEA,DFW,1660.0,7
2460,2017-09-02,DL,LGA,MCO,950.0,4
1784,2017-09-17,F9,AUS,DEN,775.0,4
12184,2017-09-12,OO,SLC,OAK,588.0,3
6265,2017-09-26,WN,ROC,BWI,277.0,2
5456,2017-09-24,AA,LGA,ORD,733.0,3
92,2017-09-08,DL,ALB,ATL,853.0,4
15014,2017-09-20,AA,IND,LAX,1814.0,8
5960,2017-09-25,OO,IAH,COS,809.0,4
18510,2017-09-02,DL,DEN,SLC,391.0,2
14258,2017-09-14,AA,DCA,CLT,331.0,2
12442,2017-09-16,WN,LAX,PHX,370.0,2
5004,2017-09-07,HA,ITO,HNL,216.0,1
4114,2017-09-08,AA,CLT,ORD,599.0,3
563,2017-09-07,UA,EWR,LAX,2454.0,10
11614,2017-09-09,EV,ATL,PHF,508.0,3
16513,2017-09-10,NK,IAH,LAS,1222.0,5
1623,2017-09-13,AA,DFW,SAN,1171.0,5
1571,2017-09-28,WN,SAN,DEN,853.0,4
7424,2017-09-11,AS,LAS,SEA,867.0,4
638,2017-09-26,UA,MCO,IAH,854.0,4
3373,2017-09-03,UA,SAN,ORD,1723.0,7
3240,2017-09-15,WN,MCI,HOU,666.0,3
7545,2017-09-21,AA,PIT,PHX,1814.0,8
485,2017-09-10,UA,IAH,SAN,1303.0,6
19085,2017-09-26,WN,HOU,STL,687.0,3
10281,2017-09-11,WN,RNO,LAS,345.0,2
18818,2017-09-13,DL,ATL,PHL,666.0,3
404,2017-09-01,WN,CMH,MDW,283.0,2
1497,2017-09-17,WN,MHT,MDW,838.0,4
12138,2017-09-13,UA,ORD,SLC,1250.0,6
6211,2017-09-01,UA,IAD,SFO,2419.0,10
5475,2017-09-14,WN,PHL,FLL,992.0,4
11793,2017-09-06,AS,DTW,SEA,1927.0,8
10914,2017-09-26,AA,MIA,SFO,2585.0,11
13808,2017-09-23,AA,PHX,IND,1488.0,6
11537,2017-09-23,UA,EWR,MCO,937.0,4
17414,2017-09-25,DL,MSP,SMF,1517.0,7
17282,2017-09-25,OO,AGS,ATL,143.0,1
14046,2017-09-13,DL,MSP,LAX,1535.0,7
12451,2017-09-09,DL,SAN,JFK,2446.0,10
12363,2017-09-24,F9,LAS,RDU,2026.0,9
12266,2017-09-28,EV,LGA,CLE,419.0,2
6271,2017-09-22,UA,EWR,DCA,199.0,1
9627,2017-09-28,OO,DTW,ESC,306.0,2
4871,2017-09-07,WN,STL,DEN,770.0,4
8363,2017-09-05,WN,BWI,SLC,1865.0,8
16486,2017-09-24,DL,LAS,ATL,1747.0,7
14254,2017-09-12,UA,RSW,ORD,1120.0,5
7191,2017-09-19,UA,LGA,IAH,1416.0,6
14251,2017-09-03,AA,MIA,ORD,1197.0,5
16169,2017-09-13,WN,SJC,PHX,621.0,3
2477,2017-09-11,DL,ATL,CVG,373.0,2
7543,2017-09-28,UA,IAH,DCA,1208.0,5
16716,2017-09-09,OO,IND,ORD,177.0,1
14095,2017-09-24,WN,OAK,DEN,957.0,4
10845,2017-09-16,DL,DTW,TPA,983.0,4
13876,2017-09-10,DL,FLL,LGA,1076.0,5
542,2017-09-07,WN,DEN,LAX,862.0,4
8783,2017-09-10,WN,SJC,LAX,308.0,2
13390,2017-09-11,OO,MSP,IAD,908.0,4
17440,2017-09-18,NK,PIT,DFW,1067.0,5
6975,2017-09-04,AA,DFW,CLT,936.0,4
1298,2017-09-07,UA,SLC,ORD,1250.0,6
12074,2017-09-08,B6,BOS,JFK,187.0,1
12040,2017-09-01,WN,LAX,LAS,236.0,1
17825,2017-09-12,EV,EWR,CLE,404.0,2
6374,2017-09-13,WN,DAL,LAS,1067.0,5
6225,2017-09-16,AA,SNA,DFW,1205.0,5
5780,2017-09-18,OO,ORD,BIS,716.0,3
9277,2017-09-11,NK,PIT,MCO,834.0,4
637,2017-09-06,WN,PHX,MDW,1444.0,6
1980,2017-09-12,DL,DTW,ATL,594.0,3
5802,2017-09-13,HA,HNL,ITO,216.0,1
13235,2017-09-17,AA,MIA,SAN,2267.0,10
3320,2017-09-21,DL,LGA,DEN,1620.0,7
4390,2017-09-22,WN,PHL,MDW,668.0,3
9944,2017-09-17,WN,SJC,SEA,696.0,3
7195,2017-09-15,DL,LGA,TPA,1010.0,5
9899,2017-09-07,OO,SLC,BTM,358.0,2
11787,2017-09-14,DL,SEA,JFK,2422.0,10
7046,2017-09-09,OO,LAX,RDM,726.0,3
8000,2017-09-03,UA,IAD,TPA,811.0,4
12085,2017-09-13,WN,DEN,LAS,628.0,3
19333,2017-09-18,B6,SFO,JFK,2586.0,11
11861,2017-09-27,AA,OGG,DFW,3711.0,11
9959,2017-09-13,WN,AUS,EWR,1504.0,7
18578,2017-09-02,B6,CHS,JFK,636.0,3
87,2017-09-07,WN,SJC,BUR,296.0,2
18793,2017-09-08,OO,BOI,SLC,290.0,2
15932,2017-09-24,UA,MCO,IAH,854.0,4
14216,2017-09-20,UA,LAS,DEN,628.0,3
707,2017-09-01,OO,DAL,LGA,1381.0,6
7403,2017-09-02,AA,DFW,PHX,868.0,4
14744,2017-09-08,WN,MCI,BOS,1256.0,6
5465,2017-09-19,B6,BOS,SFO,2704.0,11
8721,2017-09-13,UA,LAS,ORD,1514.0,7
17956,2017-09-02,WN,LAS,DAL,1067.0,5
7823,2017-09-28,WN,BUR,SMF,358.0,2
16432,2017-09-30,DL,ATL,SMF,2092.0,9
11631,2017-09-21,UA,IAH,PDX,1825.0,8
710,2017-09-08,OO,MSP,BJI,199.0,1
1884,2017-09-17,WN,DAL,LGA,1381.0,6
4896,2017-09-19,AS,SEA,LAX,954.0,4
7028,2017-09-25,EV,ATL,AVL,164.0,1
1431,2017-09-24,DL,RDU,ATL,356.0,2
4011,2017-09-07,OO,GEG,SEA,224.0,1
7177,2017-09-21,AS,SEA,LAS,867.0,4
6973,2017-09-26,EV,IAH,TUL,429.0,2
14625,2017-09-29,AA,BNA,MIA,806.0,4
1178,2017-09-20,WN,ATL,BWI,577.0,3
16127,2017-09-06,EV,DTW,SYR,374.0,2
15097,2017-09-20,DL,MKE,MSP,297.0,2
6998,2017-09-15,WN,LAS,OMA,1099.0,5
10328,2017-09-08,WN,STL,PHX,1262.0,6
14983,2017-09-29,EV,DCA,EWR,199.0,1
15844,2017-09-10,DL,STL,DTW,440.0,2
6159,2017-09-28,B6,MCO,RIC,667.0,3
5032,2017-09-07,DL,MSP,ORD,334.0,2
5192,2017-09-12,OO,ELP,DEN,563.0,3
15200,2017-09-04,WN,RSW,ATL,515.0,3
5121,2017-09-12,WN,BNA,MCO,616.0,3
8196,2017-09-29,WN,EWR,MCO,937.0,4
5565,2017-09-24,WN,LAX,PHX,370.0,2
10487,2017-09-12,UA,ORD,DEN,888.0,4
11308,2017-09-30,DL,ATL,RIC,481.0,2
12903,2017-09-15,DL,LAX,SJC,308.0,2
1594,2017-09-06,B6,JFK,IAD,228.0,1
19064,2017-09-26,EV,LGA,GSO,461.0,2
9762,2017-09-08,WN,DEN,HOU,883.0,4
10468,2017-09-16,UA,SFO,ORD,1846.0,8
13613,2017-09-01,UA,SFO,BOS,2704.0,11
3836,2017-09-28,WN,STL,DAL,546.0,3
3491,2017-09-19,EV,CLE,LGA,419.0,2
17363,2017-09-26,WN,RDU,MDW,632.0,3
3258,2017-09-10,WN,MDW,BWI,611.0,3
18488,2017-09-30,OO,FWA,ATL,508.0,3
13634,2017-09-23,WN,PHX,MKE,1460.0,6
19059,2017-09-09,WN,MCI,MSY,689.0,3
5175,2017-09-13,VX,LAX,JFK,2475.0,10
1533,2017-09-01,WN,BUF,TPA,1053.0,5
16918,2017-09-04,OO,LEX,DTW,296.0,2
5726,2017-09-07,EV,EWR,PWM,284.0,2
19175,2017-09-07,WN,IND,TPA,837.0,4
16564,2017-09-22,B6,SRQ,JFK,1041.0,5
3025,2017-09-25,UA,PHX,IAH,1009.0,5
4075,2017-09-19,WN,CMH,MCO,802.0,4
7351,2017-09-02,WN,STL,DCA,719.0,3
14098,2017-09-02,WN,DCA,FLL,899.0,4
6747,2017-09-21,NK,DTW,OAK,2068.0,9
5615,2017-09-12,WN,MDW,OAK,1844.0,8
2726,2017-09-30,DL,DTW,BDL,549.0,3
10613,2017-09-04,AA,MCI,CLT,808.0,4
9024,2017-09-28,WN,MCI,MSP,393.0,2
3757,2017-09-07,AS,PHX,SEA,1107.0,5
3840,2017-09-19,DL,ATL,RIC,481.0,2
10172,2017-09-30,B6,BOS,ORD,867.0,4
4428,2017-09-13,DL,CVG,ATL,373.0,2
5480,2017-09-24,DL,MSP,MKE,297.0,2
17387,2017-09-08,UA,LAX,IAH,1379.0,6
6526,2017-09-02,HA,HNL,OGG,100.0,1
9571,2017-09-11,WN,SMF,SAN,480.0,2
6587,2017-09-07,DL,ATL,ORD,606.0,3
1364,2017-09-20,DL,DTW,MCO,957.0,4
398,2017-09-10,DL,ATL,PIT,526.0,3
8503,2017-09-03,DL,RSW,ATL,515.0,3
5803,2017-09-22,WN,DAL,BHM,587.0,3
10204,2017-09-20,WN,MCO,BWI,787.0,4
13191,2017-09-11,AA,IAH,DFW,224.0,1
2581,2017-09-25,WN,MCO,PVD,1072.0,5
12316,2017-09-28,OO,SLC,BIL,387.0,2
9328,2017-09-20,HA,OGG,HNL,100.0,1
1831,2017-09-25,AA,MSP,ORD,334.0,2
15691,2017-09-27,DL,PHX,ATL,1587.0,7
6206,2017-09-25,OO,PDX,SJC,569.0,3
16639,2017-09-30,AS,OAK,KOA,2378.0,10
8076,2017-09-21,OO,RAP,SLC,508.0,3
9926,2017-09-10,WN,STL,MCO,882.0,4
19142,2017-09-13,UA,SFO,IAD,2419.0,10
6049,2017-09-10,EV,JAN,ATL,341.0,2
9544,2017-09-10,DL,BWI,ATL,577.0,3
9065,2017-09-15,AA,DFW,ABQ,569.0,3
13291,2017-09-06,EV,EWR,ORF,284.0,2
18064,2017-09-05,UA,ORD,BWI,622.0,3
11159,2017-09-04,AA,JFK,LAS,2248.0,9
19962,2017-09-27,EV,LEX,LGA,604.0,3
11681,2017-09-19,WN,LAX,SMF,373.0,2
8295,2017-09-10,AA,MCO,ORD,1005.0,5
10118,2017-09-29,DL,SFO,SEA,679.0,3
14267,2017-09-14,AA,PHX,DFW,868.0,4
17724,2017-09-08,WN,PIT,LAX,2136.0,9
4392,2017-09-24,WN,TPA,DAL,917.0,4
19020,2017-09-14,WN,ALB,BWI,289.0,2
11316,2017-09-07,WN,MCO,MSY,551.0,3
9417,2017-09-06,AA,LAX,DFW,1235.0,5
4999,2017-09-25,B6,BOS,PIT,496.0,2
1195,2017-09-27,WN,RSW,CMH,930.0,4
14011,2017-09-07,WN,SAT,HOU,192.0,1
15493,2017-09-17,AS,SEA,DCA,2329.0,10
17530,2017-09-14,B6,BOS,PIT,496.0,2
16728,2017-09-26,AA,MSP,DFW,852.0,4
1515,2017-09-12,F9,RDU,LAS,2026.0,9
19397,2017-09-12,AA,ORD,LAX,1744.0,7
14870,2017-09-16,DL,SLC,PDX,630.0,3
12643,2017-09-06,EV,DCA,EWR,199.0,1
15907,2017-09-19,EV,LIT,IAH,374.0,2
18554,2017-09-20,OO,ATW,MSP,236.0,1
7617,2017-09-23,WN,OAK,SNA,371.0,2
5608,2017-09-10,WN,BNA,RDU,442.0,2
12241,2017-09-12,EV,LGA,CLE,419.0,2
3059,2017-09-21,WN,FLL,BDL,1173.0,5
2149,2017-09-16,WN,PHX,LAX,370.0,2
7793,2017-09-19,NK,MCO,PIT,834.0,4
10571,2017-09-16,UA,ORD,SFO,1846.0,8
17272,2017-09-03,WN,SNA,DEN,846.0,4
14710,2017-09-24,WN,HOU,TUL,453.0,2
19391,2017-09-16,DL,PHX,SLC,507.0,3
8317,2017-09-01,WN,TPA,DAL,917.0,4
8376,2017-09-12,UA,SFO,DEN,967.0,4
816,2017-09-28,AA,BUF,CLT,546.0,3
8591,2017-09-07,WN,BWI,DAL,1209.0,5
3319,2017-09-15,WN,PDX,SFO,550.0,3
14363,2017-09-20,DL,DTW,LGA,502.0,3
17189,2017-09-22,WN,HOU,AUS,148.0,1
7999,2017-09-16,AA,DFW,SEA,1660.0,7
6073,2017-09-27,EV,EWR,PVD,160.0,1
11061,2017-09-29,VX,SFO,LAS,414.0,2
3594,2017-09-16,WN,EWR,MDW,711.0,3
15081,2017-09-17,B6,BOS,CLE,563.0,3
16952,2017-09-12,WN,ATL,PHL,666.0,3
10257,2017-09-26,OO,SMF,DEN,909.0,4
1319,2017-09-03,WN,SAT,DAL,248.0,1
15618,2017-09-25,VX,PDX,SFO,550.0,3
13066,2017-09-01,AA,DFW,PHX,868.0,4
13814,2017-09-14,F9,SFO,COS,964.0,4
18216,2017-09-12,AA,PHX,CLT,1773.0,8
1220,2017-09-02,UA,DEN,IAH,862.0,4
2539,2017-09-29,UA,SFO,AUS,1504.0,7
1878,2017-09-26,HA,OGG,LIH,201.0,1
17774,2017-09-11,B6,PWM,JFK,273.0,2
17647,2017-09-09,WN,MCO,HOU,849.0,4
10965,2017-09-22,WN,SFO,LAS,414.0,2
12712,2017-09-27,NK,PHL,DFW,1303.0,6
13753,2017-09-03,B6,PBI,BOS,1197.0,5
11820,2017-09-04,AA,AUS,CLT,1032.0,5
