,FlightDate,Carrier,Origin,Dest,Distance,DistanceGroup
348,2017-09-04,AA,DTW,CLT,500.0,3
12189,2017-09-14,AA,CLT,TPA,507.0,3
4198,2017-09-06,AA,CLT,SAT,1095.0,5
13978,2017-09-09,WN,ALB,BWI,289.0,2
3852,2017-09-06,DL,SFO,JFK,2586.0,11
12714,2017-09-27,DL,LAX,OGG,2486.0,10
17409,2017-09-26,AA,CLT,DTW,500.0,3
13132,2017-09-05,AA,JFK,LAX,2475.0,10
19063,2017-09-16,UA,MCO,DEN,1546.0,7
10452,2017-09-01,EV,SGF,ATL,563.0,3
1567,2017-09-06,B6,SYR,JFK,209.0,1
18476,2017-09-26,DL,SAV,ATL,214.0,1
9178,2017-09-01,WN,STL,BOS,1047.0,5
19987,2017-09-13,F9,CLE,SAN,2026.0,9
15916,2017-09-02,NK,OAK,LAX,337.0,2
15331,2017-09-29,OO,ORD,BZN,1186.0,5
11775,2017-09-04,WN,BUR,SJC,296.0,2
8555,2017-09-03,DL,ATL,VPS,250.0,2
1870,2017-09-02,OO,DTW,MBS,98.0,1
16606,2017-09-26,UA,PDX,IAD,2327.0,10
13717,2017-09-27,DL,ATL,BUF,712.0,3
5522,2017-09-12,AA,TPA,DCA,814.0,4
7681,2017-09-27,DL,GSO,ATL,306.0,2
3354,2017-09-05,AS,PDX,SEA,129.0,1
8820,2017-09-27,B6,BOS,LGA,184.0,1
6769,2017-09-30,UA,IAH,SAN,1303.0,6
758,2017-09-20,WN,DEN,AUS,775.0,4
16562,2017-09-01,DL,ATL,MCO,404.0,2
9828,2017-09-04,F9,IAH,CVG,871.0,4
15788,2017-09-27,AA,ORD,DFW,802.0,4
1021,2017-09-24,EV,LGA,CLE,419.0,2
13471,2017-09-16,WN,SJC,PHX,621.0,3
2148,2017-09-18,DL,GSO,ATL,306.0,2
18750,2017-09-24,DL,ATL,LAS,1747.0,7
16792,2017-09-19,OO,EAU,ORD,269.0,2
12935,2017-09-22,DL,ATL,LGA,762.0,4
15917,2017-09-07,AS,PDX,SNA,859.0,4
369,2017-09-15,WN,SMF,ONT,390.0,2
950,2017-09-08,DL,ATL,ORD,606.0,3
12299,2017-09-16,OO,SLC,BOI,290.0,2
10381,2017-09-25,WN,MCO,DEN,1546.0,7
13571,2017-09-27,OO,IAH,DFW,224.0,1
10560,2017-09-03,NK,BOS,ORD,867.0,4
6276,2017-09-21,AA,LAX,CLT,2125.0,9
128,2017-09-11,AS,SFO,PDX,550.0,3
16937,2017-09-17,EV,LGA,CHO,305.0,2
18019,2017-09-14,OO,SEA,DAL,1670.0,7
14234,2017-09-03,AA,DFW,BWI,1217.0,5
2114,2017-09-20,DL,DAL,ATL,721.0,3
18586,2017-09-03,AA,MIA,SAN,2267.0,10
235,2017-09-27,OO,ASE,ORD,1013.0,5
7104,2017-09-01,AA,TPA,DFW,929.0,4
10827,2017-09-13,B6,HOU,JFK,1428.0,6
2842,2017-09-12,AS,SEA,EWR,2402.0,10
2689,2017-09-16,DL,CHA,ATL,106.0,1
13598,2017-09-23,UA,ORD,MCI,403.0,2
12530,2017-09-16,WN,MCO,BUF,1011.0,5
16922,2017-09-25,AS,SAN,PDX,933.0,4
4416,2017-09-12,UA,DEN,ABQ,349.0,2
17045,2017-09-28,NK,BWI,DFW,1217.0,5
8655,2017-09-29,UA,ORD,LAX,1744.0,7
6731,2017-09-04,EV,SAF,DFW,551.0,3
692,2017-09-24,WN,DAL,BWI,1209.0,5
11524,2017-09-04,B6,FLL,SJU,1046.0,5
19498,2017-09-28,AA,PHL,MCO,861.0,4
18383,2017-09-19,DL,DTW,ATL,594.0,3
15351,2017-09-05,UA,IAH,DCA,1208.0,5
9612,2017-09-16,AA,ORD,CLT,599.0,3
13697,2017-09-27,WN,BWI,MCI,967.0,4
7848,2017-09-16,DL,ATL,CHS,259.0,2
13535,2017-09-19,OO,FNT,ORD,223.0,1
15990,2017-09-23,OO,MSP,DLH,144.0,1
12360,2017-09-29,DL,BOS,SLC,2105.0,9
10839,2017-09-10,UA,SFO,EWR,2565.0,11
11407,2017-09-08,AA,DFW,SLC,989.0,4
24,2017-09-24,UA,DFW,EWR,1372.0,6
13605,2017-09-10,DL,ATL,PHL,666.0,3
5023,2017-09-08,WN,BWI,PVD,327.0,2
5195,2017-09-30,UA,IAH,DEN,862.0,4
731,2017-09-29,DL,SEA,ATL,2182.0,9
336,2017-09-01,WN,ABQ,PDX,1111.0,5
3437,2017-09-21,AA,DSM,DFW,624.0,3
2890,2017-09-27,HA,OGG,HNL,100.0,1
1888,2017-09-15,DL,MSP,BOS,1124.0,5
14237,2017-09-12,AA,ORD,LAS,1514.0,7
9679,2017-09-14,WN,OAK,LAX,337.0,2
11305,2017-09-12,AA,MCI,PHX,1044.0,5
13705,2017-09-27,AA,MCI,ORD,403.0,2
6430,2017-09-09,UA,PHL,ORD,678.0,3
8302,2017-09-30,AA,ELP,DFW,551.0,3
9924,2017-09-11,OO,ORD,PIA,130.0,1
2837,2017-09-27,AA,STL,CLT,575.0,3
16989,2017-09-13,F9,CLT,PHL,449.0,2
15193,2017-09-26,UA,IAD,SAN,2253.0,10
13213,2017-09-24,DL,ICT,ATL,782.0,4
15273,2017-09-27,EV,IAH,LEX,828.0,4
11170,2017-09-22,WN,PHX,LAX,370.0,2
1705,2017-09-23,EV,MKE,ORD,67.0,1
12099,2017-09-12,WN,MCO,BNA,616.0,3
8841,2017-09-18,VX,SFO,SAN,447.0,2
6272,2017-09-12,UA,DEN,MSP,680.0,3
412,2017-09-28,OO,LAX,SBP,156.0,1
10619,2017-09-05,WN,DEN,SDF,1024.0,5
201,2017-09-25,B6,EWR,TPA,997.0,4
15715,2017-09-01,AS,JNU,SEA,909.0,4
4415,2017-09-10,WN,EWR,IND,645.0,3
11989,2017-09-20,DL,DTW,DCA,405.0,2
13865,2017-09-02,AA,CLT,PVD,683.0,3
11154,2017-09-11,AA,DFW,MCO,985.0,4
13239,2017-09-30,UA,EWR,MSY,1167.0,5
5591,2017-09-21,WN,BWI,FLL,925.0,4
10784,2017-09-22,DL,SLC,SAN,626.0,3
10905,2017-09-29,WN,DEN,ATL,1199.0,5
577,2017-09-23,AA,PHX,SMF,647.0,3
16001,2017-09-28,AA,CLT,PIT,366.0,2
4429,2017-09-03,EV,ATL,BMI,533.0,3
18312,2017-09-17,AA,TPA,MIA,204.0,1
2675,2017-09-28,AA,CLT,PIT,366.0,2
13005,2017-09-28,UA,EWR,LAX,2454.0,10
12949,2017-09-14,WN,HOU,FLL,957.0,4
17715,2017-09-07,OO,SLC,SUN,222.0,1
8540,2017-09-10,B6,DCA,TPA,814.0,4
14629,2017-09-08,DL,MSP,IND,503.0,3
687,2017-09-05,WN,MSP,MDW,349.0,2
8434,2017-09-28,DL,LAS,SLC,368.0,2
6956,2017-09-12,OO,IAH,ICT,542.0,3
10693,2017-09-28,WN,STL,HOU,687.0,3
1456,2017-09-29,WN,DEN,SJC,948.0,4
9952,2017-09-21,OO,IFP,PHX,188.0,1
18132,2017-09-18,AS,SJC,PDX,569.0,3
14665,2017-09-13,AA,PHX,DFW,868.0,4
8542,2017-09-20,AA,CLT,MSP,930.0,4
1881,2017-09-14,OO,SEA,LAX,954.0,4
17985,2017-09-17,WN,PHX,ABQ,328.0,2
8642,2017-09-10,B6,JFK,CHS,636.0,3
18207,2017-09-23,WN,ABQ,PHX,328.0,2
327,2017-09-19,AS,LAX,SEA,954.0,4
5066,2017-09-28,UA,BOS,DEN,1754.0,8
8689,2017-09-20,OO,PDX,GEG,279.0,2
9332,2017-09-19,DL,DTW,MCO,957.0,4
157,2017-09-21,WN,DEN,SFO,967.0,4
14690,2017-09-18,WN,SFO,SAN,447.0,2
8026,2017-09-24,F9,AUS,DEN,775.0,4
17188,2017-09-12,AA,DFW,SEA,1660.0,7
32,2017-09-14,AA,CLT,LAS,1916.0,8
16696,2017-09-26,B6,LGB,LAS,231.0,1
1339,2017-09-01,UA,DCA,ORD,612.0,3
11659,2017-09-05,NK,TPA,IAH,787.0,4
4168,2017-09-11,UA,EWR,ORD,719.0,3
81,2017-09-04,OO,PHX,LAX,370.0,2
14182,2017-09-09,EV,ATL,SGF,563.0,3
19579,2017-09-26,AA,CLT,BWI,361.0,2
14407,2017-09-27,UA,EWR,MIA,1085.0,5
15251,2017-09-15,WN,MDW,TPA,997.0,4
9816,2017-09-30,UA,SMF,EWR,2500.0,11
309,2017-09-24,UA,DEN,IAH,862.0,4
3825,2017-09-30,NK,BOS,BWI,369.0,2
16195,2017-09-28,UA,ORD,MSP,334.0,2
19590,2017-09-02,DL,EWR,MSP,1008.0,5
16170,2017-09-07,DL,ATL,PHX,1587.0,7
148,2017-09-18,AA,CLT,ROC,573.0,3
665,2017-09-02,B6,LAS,LGB,231.0,1
10715,2017-09-26,WN,LAS,BWI,2106.0,9
10561,2017-09-28,WN,SFO,BUR,326.0,2
18222,2017-09-18,HA,HNL,LIH,102.0,1
1553,2017-09-18,AA,CLT,EWR,529.0,3
17065,2017-09-13,DL,SLC,STL,1156.0,5
11974,2017-09-01,OO,MSP,GFK,284.0,2
12008,2017-09-20,AA,LAX,STL,1592.0,7
94,2017-09-19,WN,SMF,LGB,387.0,2
4706,2017-09-06,WN,STL,MCI,237.0,1
4786,2017-09-12,OO,RDM,DEN,898.0,4
10640,2017-09-01,AA,TPA,CLT,507.0,3
7938,2017-09-20,UA,EWR,AUS,1504.0,7
12319,2017-09-05,B6,IAD,JFK,228.0,1
7853,2017-09-11,WN,TUL,DEN,541.0,3
833,2017-09-08,OO,MRY,LAX,266.0,2
9807,2017-09-07,WN,HOU,SAN,1313.0,6
1937,2017-09-27,AA,RSW,ORD,1120.0,5
2858,2017-09-07,AA,DFW,PIT,1067.0,5
12663,2017-09-26,AA,ATL,DFW,731.0,3
1659,2017-09-11,OO,CVG,ORD,264.0,2
12050,2017-09-12,AA,PHX,LAX,370.0,2
1099,2017-09-17,OO,COU,ORD,315.0,2
4940,2017-09-02,WN,LAX,DEN,862.0,4
17922,2017-09-26,WN,DAL,MCI,460.0,2
7443,2017-09-30,UA,BUR,SFO,326.0,2
4684,2017-09-12,DL,PHL,DTW,453.0,2
4305,2017-09-02,AA,DFW,SMF,1431.0,6
16521,2017-09-11,B6,BOS,BNA,942.0,4
19511,2017-09-26,DL,MSP,SEA,1399.0,6
19409,2017-09-19,AA,RSW,CLT,600.0,3
3899,2017-09-17,AA,DFW,MCI,460.0,2
3678,2017-09-25,DL,ORD,ATL,606.0,3
12854,2017-09-27,AA,DFW,BWI,1217.0,5
5833,2017-09-12,UA,DEN,MKE,896.0,4
6434,2017-09-27,EV,ATL,MLI,633.0,3
1743,2017-09-05,UA,AUS,ORD,977.0,4
10710,2017-09-06,WN,TPA,MHT,1204.0,5
16583,2017-09-11,WN,MDW,RDU,632.0,3
14020,2017-09-13,DL,LAX,SLC,590.0,3
13342,2017-09-18,DL,AUS,SLC,1086.0,5
19856,2017-09-05,AA,IAH,CLT,912.0,4
3107,2017-09-03,WN,IND,FLL,1005.0,5
11999,2017-09-08,WN,PDX,BUR,817.0,4
14333,2017-09-13,WN,PDX,MDW,1751.0,8
6640,2017-09-30,HA,ITO,HNL,216.0,1
4095,2017-09-02,WN,LAS,BOI,519.0,3
14051,2017-09-27,WN,LAS,PHX,255.0,2
275,2017-09-03,AA,MIA,LGA,1096.0,5
6451,2017-09-11,WN,BNA,CLE,448.0,2
19026,2017-09-26,UA,SNA,EWR,2434.0,10
4125,2017-09-08,OO,SEA,FAT,748.0,3
8970,2017-09-01,WN,PHX,OAK,646.0,3
11585,2017-09-15,EV,ERI,ORD,398.0,2
9250,2017-09-06,WN,LAX,OAK,337.0,2
15688,2017-09-15,UA,SFO,EWR,2565.0,11
6476,2017-09-18,WN,OAK,PHX,646.0,3
9425,2017-09-19,AA,BOS,PHX,2300.0,10
4638,2017-09-22,DL,BIS,MSP,386.0,2
17507,2017-09-05,UA,SFO,MCO,2446.0,10
4293,2017-09-26,EV,IAH,MLU,262.0,2
7670,2017-09-10,AA,LAS,DFW,1055.0,5
12841,2017-09-05,DL,ATL,PIT,526.0,3
5500,2017-09-05,F9,DEN,LGA,1620.0,7
2119,2017-09-07,WN,SEA,MDW,1733.0,7
7405,2017-09-03,DL,LAS,JFK,2248.0,9
1478,2017-09-20,DL,DTW,TPA,983.0,4
10800,2017-09-02,AA,AUS,PHL,1430.0,6
14210,2017-09-18,OO,PSC,MSP,1254.0,6
2390,2017-09-06,WN,ALB,TPA,1130.0,5
193,2017-09-08,AA,PHL,MCO,861.0,4
4239,2017-09-30,AA,ORD,STL,258.0,2
2012,2017-09-10,AA,ORD,PHL,678.0,3
1930,2017-09-24,UA,SFO,SEA,679.0,3
16710,2017-09-01,OO,SLC,SUN,222.0,1
13247,2017-09-05,UA,LAX,EWR,2454.0,10
4186,2017-09-12,AA,CLT,PWM,813.0,4
18911,2017-09-30,AA,STL,CLT,575.0,3
12784,2017-09-22,AA,MSP,CLT,930.0,4
18548,2017-09-12,DL,LGA,MSP,1020.0,5
4055,2017-09-20,DL,ATL,DTW,594.0,3
8847,2017-09-07,AA,ORD,SNA,1726.0,7
5459,2017-09-04,OO,ORD,BOI,1437.0,6
15041,2017-09-08,OO,ORD,DCA,612.0,3
19126,2017-09-10,B6,JFK,CHS,636.0,3
11156,2017-09-04,DL,ATL,BOS,946.0,4
19479,2017-09-01,WN,SNA,SJC,342.0,2
3688,2017-09-29,UA,ATL,IAD,534.0,3
7970,2017-09-02,WN,PVD,MCO,1072.0,5
14977,2017-09-02,DL,ANC,MSP,2519.0,11
4998,2017-09-19,B6,LAS,JFK,2248.0,9
17169,2017-09-20,WN,BDL,FLL,1173.0,5
4104,2017-09-14,NK,PDX,LAS,763.0,4
17848,2017-09-08,NK,MCO,PIT,834.0,4
18204,2017-09-20,WN,LAS,PIT,1910.0,8
14027,2017-09-16,DL,MSP,PHX,1276.0,6
15104,2017-09-10,OO,IAH,TUS,936.0,4
5417,2017-09-20,UA,EWR,ATL,746.0,3
16172,2017-09-05,F9,RDU,PHL,337.0,2
7263,2017-09-04,DL,ATL,DTW,594.0,3
10699,2017-09-20,B6,JFK,LAX,2475.0,10
8019,2017-09-18,DL,TYS,ATL,152.0,1
5532,2017-09-06,DL,MIA,MCO,192.0,1
9621,2017-09-07,WN,OAK,SLC,588.0,3
38,2017-09-14,UA,MIA,IAH,964.0,4
17132,2017-09-27,OO,PDX,SEA,129.0,1
3737,2017-09-04,UA,BOS,SFO,2704.0,11
11162,2017-09-19,DL,TPA,BOS,1185.0,5
10229,2017-09-18,DL,ANC,MSP,2519.0,11
10373,2017-09-24,UA,DFW,EWR,1372.0,6
4995,2017-09-13,NK,LAS,OAK,407.0,2
11137,2017-09-24,B6,PBI,JFK,1028.0,5
19490,2017-09-11,OO,FAT,SFO,158.0,1
10331,2017-09-01,WN,PHX,BUR,369.0,2
7332,2017-09-06,EV,ATL,AVL,164.0,1
480,2017-09-28,WN,BDL,DEN,1671.0,7
2035,2017-09-02,OO,BIS,MSP,386.0,2
908,2017-09-20,WN,HOU,SAT,192.0,1
4375,2017-09-25,VX,SFO,LAX,337.0,2
14408,2017-09-26,EV,MAF,IAH,429.0,2
3702,2017-09-13,UA,IAH,LGA,1416.0,6
16509,2017-09-19,WN,STL,MSP,448.0,2
19218,2017-09-12,DL,ATL,SAT,874.0,4
16373,2017-09-26,AA,ORD,DCA,612.0,3
2301,2017-09-17,WN,DCA,FLL,899.0,4
15086,2017-09-20,DL,ATL,STL,484.0,2
9398,2017-09-26,UA,EWR,TPA,997.0,4
12501,2017-09-20,VX,SFO,LAX,337.0,2
9361,2017-09-14,UA,SFO,ORD,1846.0,8
12759,2017-09-22,NK,FLL,MSY,674.0,3
901,2017-09-15,OO,SEA,SAN,1050.0,5
5664,2017-09-17,DL,CLE,MSP,622.0,3
13062,2017-09-29,NK,BWI,MCO,787.0,4
6420,2017-09-07,DL,LAX,JFK,2475.0,10
6920,2017-09-29,WN,BDL,BWI,283.0,2
8163,2017-09-25,AS,FAI,SEA,1533.0,7
13505,2017-09-11,AA,DFW,STL,550.0,3
5469,2017-09-26,WN,FLL,BDL,1173.0,5
12254,2017-09-12,WN,BOI,LAS,519.0,3
17730,2017-09-19,DL,DTW,PVD,615.0,3
11755,2017-09-18,WN,MSP,MDW,349.0,2
12580,2017-09-17,OO,SNA,SFO,372.0,2
1184,2017-09-02,EV,ELP,IAH,667.0,3
6411,2017-09-07,WN,LAS,BUR,223.0,1
15711,2017-09-19,OO,SMF,SEA,605.0,3
7454,2017-09-02,NK,DTW,MSY,926.0,4
10287,2017-09-01,AA,DFW,BNA,631.0,3
15059,2017-09-28,WN,STL,LAS,1371.0,6
3413,2017-09-04,UA,PHL,DEN,1558.0,7
1692,2017-09-19,F9,MCO,ISP,971.0,4
11406,2017-09-22,B6,PHL,FLL,992.0,4
12047,2017-09-14,WN,OAK,SEA,672.0,3
16458,2017-09-21,F9,SAN,DEN,853.0,4
3479,2017-09-08,AA,SNA,PHX,338.0,2
2568,2017-09-26,WN,DEN,LAS,628.0,3
406,2017-09-26,WN,MDW,HOU,937.0,4
3651,2017-09-23,WN,LAX,LAS,236.0,1
11034,2017-09-28,OO,ATL,ORD,606.0,3
9789,2017-09-17,DL,DTW,MSN,311.0,2
16166,2017-09-12,F9,DEN,SAN,853.0,4
6569,2017-09-27,F9,PIT,DEN,1290.0,6
6120,2017-09-26,F9,LAS,CLE,1824.0,8
17906,2017-09-22,DL,PDX,DTW,1953.0,8
12042,2017-09-05,NK,ORD,DEN,888.0,4
7128,2017-09-30,F9,DEN,MCO,1546.0,7
7754,2017-09-30,OO,GEG,SFO,733.0,3
13319,2017-09-26,EV,CHA,ORD,501.0,3
12035,2017-09-28,B6,MCO,BOS,1121.0,5
17880,2017-09-25,DL,DEN,ATL,1199.0,5
18854,2017-09-06,WN,SEA,SJC,696.0,3
12385,2017-09-14,NK,SAN,LAS,258.0,2
14305,2017-09-18,AS,CHS,SEA,2415.0,10
18234,2017-09-05,AA,DFW,LAS,1055.0,5
10697,2017-09-27,AA,DFW,JAX,918.0,4
9700,2017-09-09,HA,LIH,HNL,102.0,1
18497,2017-09-22,AS,LAS,PDX,763.0,4
18710,2017-09-04,OO,ATL,ORD,606.0,3
6696,2017-09-01,DL,LAS,JFK,2248.0,9
2055,2017-09-13,DL,AUS,ATL,813.0,4
9279,2017-09-20,DL,BNA,ATL,214.0,1
15625,2017-09-28,OO,MOT,DEN,604.0,3
4193,2017-09-08,AA,LAX,MIA,2342.0,10
9908,2017-09-16,WN,MDW,FLL,1167.0,5
633,2017-09-12,AA,DCA,MCO,759.0,4
8395,2017-09-22,WN,ATL,DCA,547.0,3
4742,2017-09-14,DL,ORD,ATL,606.0,3
2368,2017-09-19,OO,LAX,SBA,89.0,1
2519,2017-09-30,B6,BOS,JFK,187.0,1
15572,2017-09-02,F9,DEN,SEA,1024.0,5
3474,2017-09-22,WN,LBB,DAL,293.0,2
14753,2017-09-15,DL,MKE,MSP,297.0,2
18176,2017-09-16,WN,DAL,MEM,423.0,2
17984,2017-09-25,OO,DFW,SFO,1464.0,6
17699,2017-09-21,AA,LGA,DFW,1389.0,6
15540,2017-09-25,WN,HOU,AUS,148.0,1
7493,2017-09-16,UA,ORD,HNL,4243.0,11
2378,2017-09-02,OO,ORD,SBN,84.0,1
2899,2017-09-19,AA,SEA,ORD,1721.0,7
19818,2017-09-15,B6,JAX,BOS,1010.0,5
1614,2017-09-28,WN,STL,SEA,1709.0,7
7758,2017-09-05,UA,PDX,ORD,1739.0,7
18012,2017-09-18,EV,IAH,IND,844.0,4
6570,2017-09-06,WN,LAS,MDW,1521.0,7
19549,2017-09-06,OO,DTW,MSN,311.0,2
14512,2017-09-24,EV,IAH,JAN,351.0,2
6740,2017-09-01,AS,SEA,STL,1709.0,7
3693,2017-09-26,UA,RSW,EWR,1068.0,5
8276,2017-09-05,UA,IAH,MCO,854.0,4
15957,2017-09-24,DL,ATL,BDL,859.0,4
18199,2017-09-12,OO,TOL,ORD,213.0,1
192,2017-09-29,UA,PHX,DEN,602.0,3
3632,2017-09-11,DL,ATL,TPA,406.0,2
1390,2017-09-14,EV,IAH,MAF,429.0,2
6868,2017-09-09,WN,MCI,OAK,1489.0,6
111,2017-09-23,AA,MDT,CLT,413.0,2
8024,2017-09-12,WN,DEN,OAK,957.0,4
12696,2017-09-01,UA,DEN,SFO,967.0,4
19081,2017-09-10,WN,SAT,MCO,1041.0,5
4587,2017-09-22,EV,ATL,FSM,579.0,3
19600,2017-09-21,AS,SEA,ANC,1448.0,6
13638,2017-09-15,DL,STL,ATL,484.0,2
16111,2017-09-09,WN,CLT,MDW,584.0,3
13218,2017-09-13,OO,CID,DTW,430.0,2
5418,2017-09-02,UA,PHX,EWR,2133.0,9
19533,2017-09-15,OO,ONT,SFO,363.0,2
13618,2017-09-27,DL,ATL,MEM,332.0,2
12873,2017-09-26,OO,MLU,ATL,448.0,2
7809,2017-09-20,OO,LAX,SAN,109.0,1
18855,2017-09-16,OO,SEA,SMF,605.0,3
9337,2017-09-14,UA,IAH,SFO,1635.0,7
16192,2017-09-08,WN,LAS,DAL,1067.0,5
2435,2017-09-26,OO,ATL,SHV,551.0,3
18613,2017-09-06,OO,DTW,IAD,383.0,2
12686,2017-09-04,AA,CLT,DCA,331.0,2
18894,2017-09-26,WN,BWI,MDW,611.0,3
10362,2017-09-03,DL,ROC,MSP,783.0,4
6706,2017-09-09,DL,STL,MSP,448.0,2
14799,2017-09-20,WN,LAS,DEN,628.0,3
2384,2017-09-26,DL,ATL,CLE,554.0,3
5885,2017-09-24,UA,ORD,DEN,888.0,4
6014,2017-09-25,WN,PHX,ONT,325.0,2
608,2017-09-12,OO,MSP,ICT,545.0,3
13406,2017-09-30,WN,BDL,TPA,1111.0,5
10511,2017-09-19,WN,MDW,CHS,745.0,3
213,2017-09-16,WN,LIT,LAS,1294.0,6
2833,2017-09-21,UA,ORD,MIA,1197.0,5
16280,2017-09-15,DL,SLC,AUS,1086.0,5
343,2017-09-27,OO,SLC,BOI,290.0,2
16523,2017-09-12,OO,DEN,SEA,1024.0,5
18930,2017-09-12,DL,ATL,LGA,762.0,4
6382,2017-09-12,B6,LGB,LAS,231.0,1
6090,2017-09-17,OO,IDA,SLC,188.0,1
11700,2017-09-25,UA,PIT,ORD,413.0,2
14728,2017-09-23,VX,BOS,SFO,2704.0,11
3299,2017-09-18,UA,PHL,ORD,678.0,3
17337,2017-09-03,HA,ITO,HNL,216.0,1
5177,2017-09-24,OO,ORD,BNA,409.0,2
11379,2017-09-13,AA,CLT,LGA,544.0,3
578,2017-09-02,OO,DEN,OMA,472.0,2
1922,2017-09-20,AA,BOS,DCA,399.0,2
5073,2017-09-17,AA,DTW,PHX,1671.0,7
5894,2017-09-06,DL,JAX,ATL,270.0,2
9827,2017-09-25,OO,PHX,RDM,893.0,4
5842,2017-09-29,OO,IFP,PHX,188.0,1
10995,2017-09-28,UA,SFO,OGG,2338.0,10
19773,2017-09-25,EV,TRI,ATL,227.0,1
4072,2017-09-30,OO,ATL,PIA,565.0,3
8327,2017-09-28,AA,DTW,DFW,986.0,4
708,2017-09-02,UA,MSY,ORD,837.0,4
7732,2017-09-03,WN,DAL,HOU,239.0,1
14880,2017-09-26,WN,LAS,IND,1590.0,7
919,2017-09-19,WN,DEN,DAL,651.0,3
5939,2017-09-05,WN,IND,LAS,1590.0,7
18940,2017-09-14,OO,SEA,PDX,129.0,1
1758,2017-09-25,EV,ATL,MOB,302.0,2
18388,2017-09-22,B6,TPA,BOS,1185.0,5
10541,2017-09-11,UA,SFO,SEA,679.0,3
2391,2017-09-13,OO,ROW,PHX,433.0,2
9445,2017-09-10,NK,FLL,CLE,1062.0,5
18782,2017-09-12,AA,LAX,MIA,2342.0,10
9085,2017-09-20,WN,SAT,DAL,248.0,1
19462,2017-09-10,AA,PHX,DFW,868.0,4
8400,2017-09-28,DL,MSP,SFO,1589.0,7
9961,2017-09-07,WN,OAK,PHX,646.0,3
16589,2017-09-15,AA,RNO,DFW,1345.0,6
2961,2017-09-27,DL,SAV,ATL,214.0,1
10132,2017-09-15,UA,ORD,DEN,888.0,4
8011,2017-09-27,OO,DTW,LEX,296.0,2
647,2017-09-28,F9,SFO,DEN,967.0,4
1087,2017-09-18,WN,MSY,BWI,998.0,4
573,2017-09-15,DL,PBI,LGA,1035.0,5
7813,2017-09-28,WN,MCI,DEN,533.0,3
10936,2017-09-02,B6,DCA,JAX,634.0,3
9768,2017-09-21,UA,ORD,DEN,888.0,4
15252,2017-09-05,OO,CID,ORD,196.0,1
11798,2017-09-25,B6,DCA,BOS,399.0,2
12411,2017-09-16,WN,LAS,SFO,414.0,2
9135,2017-09-13,WN,OAK,BUR,325.0,2
16749,2017-09-02,OO,ICT,ORD,588.0,3
3007,2017-09-03,DL,MIA,ATL,594.0,3
17792,2017-09-29,WN,SMF,PDX,479.0,2
2244,2017-09-18,AA,JFK,DFW,1391.0,6
3606,2017-09-28,OO,SBA,PDX,784.0,4
15227,2017-09-28,AA,DFW,STL,550.0,3
6416,2017-09-09,DL,ATL,GPT,352.0,2
3462,2017-09-14,WN,DEN,BWI,1491.0,6
3119,2017-09-22,AA,CLT,ATL,226.0,1
14366,2017-09-19,EV,CLE,BOS,563.0,3
7638,2017-09-27,DL,ATL,ORD,606.0,3
7549,2017-09-02,OO,FAT,DEN,844.0,4
16211,2017-09-08,AA,LAX,MSP,1535.0,7
2410,2017-09-14,UA,SEA,SFO,679.0,3
10461,2017-09-28,UA,DEN,LAS,628.0,3
4380,2017-09-03,WN,DCA,STL,719.0,3
19481,2017-09-08,WN,AUS,DEN,775.0,4
1669,2017-09-11,F9,DEN,ORD,888.0,4
1113,2017-09-24,DL,DFW,MSP,852.0,4
9742,2017-09-17,DL,SLC,RDU,1823.0,8
12813,2017-09-12,WN,SJC,SNA,342.0,2
17013,2017-09-07,F9,DEN,DCA,1476.0,6
7397,2017-09-28,UA,EWR,TYS,631.0,3
12489,2017-09-24,WN,PIT,DEN,1290.0,6
19504,2017-09-28,DL,LAS,ATL,1747.0,7
14989,2017-09-13,UA,IAD,SEA,2306.0,10
1122,2017-09-25,EV,IAH,SHV,192.0,1
9764,2017-09-28,NK,PHL,ATL,666.0,3
16519,2017-09-29,EV,ERI,ORD,398.0,2
8207,2017-09-28,EV,LGA,CLT,544.0,3
15218,2017-09-11,AS,PDX,OGG,2562.0,11
13144,2017-09-14,WN,PHX,LAX,370.0,2
18523,2017-09-15,WN,STL,MCO,882.0,4
8182,2017-09-25,AA,DFW,CMH,926.0,4
7574,2017-09-29,EV,DFW,BHM,597.0,3
1491,2017-09-19,OO,ORD,ALO,234.0,1
18801,2017-09-14,DL,MSP,FSD,196.0,1
10911,2017-09-09,DL,ATL,ORD,606.0,3
11736,2017-09-10,UA,EWR,ATL,746.0,3
19710,2017-09-13,OO,SEA,SLC,689.0,3
826,2017-09-17,DL,FAR,MSP,223.0,1
13177,2017-09-19,DL,ATL,SDF,321.0,2
18289,2017-09-16,WN,DAL,LAX,1246.0,5
11603,2017-09-24,UA,IAD,BDL,326.0,2
18182,2017-09-17,DL,GEG,MSP,1175.0,5
15554,2017-09-05,OO,MBS,ORD,222.0,1
12516,2017-09-15,WN,EWR,MCO,937.0,4
4465,2017-09-22,OO,LAX,TUS,451.0,2
11489,2017-09-19,F9,ORD,PHX,1440.0,6
14551,2017-09-01,DL,ATL,LGA,762.0,4
8194,2017-09-24,DL,ATL,MCI,692.0,3
9141,2017-09-18,OO,ORD,BZN,1186.0,5
8893,2017-09-13,DL,GSP,ATL,153.0,1
9939,2017-09-07,WN,MCI,MDW,405.0,2
17366,2017-09-11,OO,GRR,ORD,137.0,1
