Origin Airport,Origin Airport Name,Origin City Name,Origin Country Name,Origin Region Name,Destination Airport,Destination Airport Name,Destination City Name,Destination Country Name,Destination Region Name,Marketing Airline,Operating Airline,Marketing Airline Name,Operating Airline Name,Code Share,Fleet,Manufacturer,Flight No,Effective Date,Discontinued Date,Departure Time,Arrival Time,Duration,Departure Terminal,Arrival Terminal,Restricted Code,Frequency,Schedule Type,DepCount,Operating Airline   Capacity,Operating Airline   ASM(Nautical)(Millions),Distance
BKK,SUVARNABHUMI INTERNATIONAL,BANGKOK,THAILAND,SOUTHEAST ASIA,LHR,HEATHROW AIRPORT,LONDON,UNITED KINGDOM,WESTERN EUROPE,BA,QF,British Airways p.l.c.,Qantas Airways Ltd.,YES,744,BOEING,7311,20010301,20010304,00:35,06:25,770,2,4, , 1234567 ,AIR,4,,,5188.0
LAX,LOS ANGELES INTERNATIONAL AIRPORT,LOS ANGELES,UNITED STATES,NORTH AMERICA,AKL,AUCKLAND INTERNATIONAL AIRPORT,AUCKLAND,NEW ZEALAND,PACIFIC,LH,NZ,Deutsche Lufthansa AG,Air New Zealand Limited,YES,747,BOEING,6980,20010301,20010310,21:55,07:40,765,2,I,Q, -----6- ,AIR,1,,,5690.0
LAX,LOS ANGELES INTERNATIONAL AIRPORT,LOS ANGELES,UNITED STATES,NORTH AMERICA,TPE,TAIWAN TAOYUAN INTERNATIONAL AIRPORT,TAIPEI,TAIWAN,FAR EAST ASIA,CO,BR,Cobaltair Ltd,EVA Airways Corporation,YES,747,BOEING,9007,20010301,20010323,15:20,21:50,870,B,2, , 1234567 ,AIR,7,,,5901.0
LAX,LOS ANGELES INTERNATIONAL AIRPORT,LOS ANGELES,UNITED STATES,NORTH AMERICA,FRA,FRANKFURT INTERNATIONAL AIRPORT,FRANKFURT,GERMANY,WESTERN EUROPE,UA,LH,"United Airlines, Inc.",Deutsche Lufthansa AG,YES,343,AIRBUS,3536,20010301,20010323,22:30,18:40,670,B,1, , 1234567 ,AIR,7,,,5046.0
AMS,SCHIPHOL AIRPORT,AMSTERDAM,NETHERLANDS,WESTERN EUROPE,KUL,KUALA LUMPUR INTERNATIONAL AIRPORT,KUALA LUMPUR,MALAYSIA,SOUTHEAST ASIA,KL,MH,KLM Royal Dutch Airlines,Malaysia Airlines Berhad,YES,777,BOEING,4103,20010301,20010324,12:00,06:45,705,,, , 1234567 ,AIR,7,,,5540.0
AMS,SCHIPHOL AIRPORT,AMSTERDAM,NETHERLANDS,WESTERN EUROPE,KUL,KUALA LUMPUR INTERNATIONAL AIRPORT,KUALA LUMPUR,MALAYSIA,SOUTHEAST ASIA,NW,KL,NORTHWEST AIRLINES INC.,KLM Royal Dutch Airlines,YES,74M,BOEING,8373,20010301,20010322,13:50,08:40,710,,,Y, 12-4--- ,AIR,3,,,5540.0
LAX,LOS ANGELES INTERNATIONAL AIRPORT,LOS ANGELES,UNITED STATES,NORTH AMERICA,AKL,AUCKLAND INTERNATIONAL AIRPORT,AUCKLAND,NEW ZEALAND,PACIFIC,AN,NZ,"Advanced Air, LLC",Air New Zealand Limited,YES,744,BOEING,8005,20010301,20010315,21:15,07:00,765,2,I, , ---4--- ,AIR,1,,,5690.0
LAX,LOS ANGELES INTERNATIONAL AIRPORT,LOS ANGELES,UNITED STATES,NORTH AMERICA,TPE,TAIWAN TAOYUAN INTERNATIONAL AIRPORT,TAIPEI,TAIWAN,FAR EAST ASIA,CO,BR,Cobaltair Ltd,EVA Airways Corporation,YES,747,BOEING,9011,20010301,20010328,23:55,06:25,870,B,2, , 1234567 ,AIR,7,,,5901.0
LAX,LOS ANGELES INTERNATIONAL AIRPORT,LOS ANGELES,UNITED STATES,NORTH AMERICA,AKL,AUCKLAND INTERNATIONAL AIRPORT,AUCKLAND,NEW ZEALAND,PACIFIC,MX,NZ,COMPANIA MEXICANA DE AVIACION,Air New Zealand Limited,YES,744,BOEING,3802,20010301,20010314,11:00,20:45,765,2,I,Y, --3---- ,AIR,1,,,5690.0
AMS,SCHIPHOL AIRPORT,AMSTERDAM,NETHERLANDS,WESTERN EUROPE,SIN,CHANGI AIRPORT,SINGAPORE,SINGAPORE,SOUTHEAST ASIA,AN,SQ,"Advanced Air, LLC",Singapore Airlines Limited,YES,744,BOEING,8327,20010301,20010323,12:30,07:40,730,,2,Q, --3-5-7 ,AIR,3,,,5690.0
AMS,SCHIPHOL AIRPORT,AMSTERDAM,NETHERLANDS,WESTERN EUROPE,NRT,NARITA INTERNATIONAL,TOKYO,JAPAN,FAR EAST ASIA,IB,JL,Iberia Lineas Aereas de Espana Sociedad Anonima Operadora,"Japan Airlines Co., Ltd.",YES,744,BOEING,7874,20010301,20010331,20:15,15:30,675,,2,O, -2-4567 ,AIR,5,,,5038.0
LAX,LOS ANGELES INTERNATIONAL AIRPORT,LOS ANGELES,UNITED STATES,NORTH AMERICA,SYD,KINGSFORD SMITH AIRPORT,SYDNEY,AUSTRALIA,AUSTRALIA,AA,QF,American Airlines,Qantas Airways Ltd.,YES,744,BOEING,7362,20010301,20010313,12:50,22:25,875,B,I, , 1234567 ,AIR,7,,,6536.0
LAX,LOS ANGELES INTERNATIONAL AIRPORT,LOS ANGELES,UNITED STATES,NORTH AMERICA,PEK,CAPITAL INTERNATIONAL AIRPORT,BEIJING,CHINA,FAR EAST ASIA,NW,CA,NORTHWEST AIRLINES INC.,Air China Limited,YES,74E,BOEING,5984,20010301,20010331,14:30,19:10,760,2,, , --3-5-7 ,AIR,3,,,5423.0
LAX,LOS ANGELES INTERNATIONAL AIRPORT,LOS ANGELES,UNITED STATES,NORTH AMERICA,SYD,KINGSFORD SMITH AIRPORT,SYDNEY,AUSTRALIA,AUSTRALIA,AA,QF,American Airlines,Qantas Airways Ltd.,YES,744,BOEING,7364,20010301,20010322,22:30,08:05,875,B,I, , 1234567 ,AIR,7,,,6536.0
LAX,LOS ANGELES INTERNATIONAL AIRPORT,LOS ANGELES,UNITED STATES,NORTH AMERICA,SYD,KINGSFORD SMITH AIRPORT,SYDNEY,AUSTRALIA,AUSTRALIA,UA,NZ,"United Airlines, Inc.",Air New Zealand Limited,YES,744,BOEING,4369,20010301,20010322,20:25,06:05,880,2,I, , 1234567 ,AIR,7,,,6536.0
LAX,LOS ANGELES INTERNATIONAL AIRPORT,LOS ANGELES,UNITED STATES,NORTH AMERICA,FRA,FRANKFURT INTERNATIONAL AIRPORT,FRANKFURT,GERMANY,WESTERN EUROPE,UA,LH,"United Airlines, Inc.",Deutsche Lufthansa AG,YES,744,BOEING,3520,20010301,20010307,15:20,10:55,635,B,1, , 1234567 ,AIR,7,,,5046.0
BKK,SUVARNABHUMI INTERNATIONAL,BANGKOK,THAILAND,SOUTHEAST ASIA,LHR,HEATHROW AIRPORT,LONDON,UNITED KINGDOM,WESTERN EUROPE,BA,QF,British Airways p.l.c.,Qantas Airways Ltd.,YES,744,BOEING,7311,20010306,20010324,00:35,06:25,770,2,4, , 1234567 ,AIR,2,,,5188.0
LAX,LOS ANGELES INTERNATIONAL AIRPORT,LOS ANGELES,UNITED STATES,NORTH AMERICA,AKL,AUCKLAND INTERNATIONAL AIRPORT,AUCKLAND,NEW ZEALAND,PACIFIC,AA,QF,American Airlines,Qantas Airways Ltd.,YES,744,BOEING,7370,20010301,20010315,20:15,05:55,760,B,I, , 1234567 ,AIR,7,,,5690.0
AMS,SCHIPHOL AIRPORT,AMSTERDAM,NETHERLANDS,WESTERN EUROPE,KUL,KUALA LUMPUR INTERNATIONAL AIRPORT,KUALA LUMPUR,MALAYSIA,SOUTHEAST ASIA,NW,KL,NORTHWEST AIRLINES INC.,KLM Royal Dutch Airlines,YES,74M,BOEING,8383,20010301,20010324,19:20,14:10,710,,,Y, --3-567 ,AIR,4,,,5540.0
LAX,LOS ANGELES INTERNATIONAL AIRPORT,LOS ANGELES,UNITED STATES,NORTH AMERICA,AKL,AUCKLAND INTERNATIONAL AIRPORT,AUCKLAND,NEW ZEALAND,PACIFIC,AC,NZ,Air Canada,Air New Zealand Limited,YES,744,BOEING,9500,20010301,20010315,19:40,05:25,765,2,I,Y, 1234567 ,AIR,7,,,5690.0
LAX,LOS ANGELES INTERNATIONAL AIRPORT,LOS ANGELES,UNITED STATES,NORTH AMERICA,PEK,CAPITAL INTERNATIONAL AIRPORT,BEIJING,CHINA,FAR EAST ASIA,AA,MU,American Airlines,China Eastern Airlines,YES,M11,MCDONNELL-DOUGLAS,7950,20010301,20010331,13:00,17:40,760,B,, , 1234567 ,AIR,7,,,5423.0
MRU,SIR S. RAMGOOLAM INTL AIRPORT,MAURITIUS,MAURITIUS,EAST AFRICA,CDG,CHARLES DE GAULLE AIRPORT,PARIS,FRANCE,WESTERN EUROPE,AF,MK,Air France,Air Mauritius Ltd,YES,343,AIRBUS,3881,20010301,20010321,22:35,07:35,720,,2A, , 123-567 ,AIR,6,,,5134.0
GMP,GIMPO INTERNATIONAL AIRPORT,SEOUL,SOUTH KOREA,FAR EAST ASIA,JFK,JOHN F. KENNEDY INTERNATIONAL AIRPORT,NEW YORK,UNITED STATES,NORTH AMERICA,AA,OZ,American Airlines,"Asiana Airlines, Inc.",YES,744,BOEING,6144,20010301,20010328,19:40,19:30,830,1,8, , 1234567 ,AIR,7,,,5991.0
CPH,KASTRUP AIRPORT,COPENHAGEN,DENMARK,WESTERN EUROPE,SIN,CHANGI AIRPORT,SINGAPORE,SINGAPORE,SOUTHEAST ASIA,AC,SQ,Air Canada,Singapore Airlines Limited,YES,343,AIRBUS,9943,20010301,20010324,11:30,06:30,720,2,2,O, -----67 ,AIR,2,,,5399.0
CPH,KASTRUP AIRPORT,COPENHAGEN,DENMARK,WESTERN EUROPE,SIN,CHANGI AIRPORT,SINGAPORE,SINGAPORE,SOUTHEAST ASIA,AN,SQ,"Advanced Air, LLC",Singapore Airlines Limited,YES,343,AIRBUS,8351,20010301,20010324,11:30,06:30,720,2,2, , ---4-67 ,AIR,3,,,5399.0
MXP,MALPENSA AIRPORT,MILAN,ITALY,WESTERN EUROPE,SFO,SAN FRANCISCO INTERNATIONAL AIRPORT,SAN FRANCISCO,UNITED STATES,NORTH AMERICA,NW,RD,NORTHWEST AIRLINES INC.,RYAN INTERNATIONAL AIRLINES,YES,767,BOEING,8726,20010301,20010320,10:20,13:45,745,1,I, , -2----7 ,AIR,2,,,5167.0
IAD,DULLES INTERNATIONAL AIRPORT,WASHINGTON,UNITED STATES,NORTH AMERICA,NRT,NARITA INTERNATIONAL,TOKYO,JAPAN,FAR EAST ASIA,UA,NH,"United Airlines, Inc.",All Nippon Airways Co. Ltd.,YES,744,BOEING,8227,20010301,20010324,11:05,14:45,820,,2, , 1234567 ,AIR,7,,,5864.0
JED,KING ABDULAZIZ INTERNATIONAL AIRPORT,JEDDAH,SAUDI ARABIA,GULF,JFK,JOHN F. KENNEDY INTERNATIONAL AIRPORT,NEW YORK,UNITED STATES,NORTH AMERICA,UA,SV,"United Airlines, Inc.",Saudi Arabian Airlines,YES,744,BOEING,4141,20010301,20010322,01:50,07:00,790,SV,3, , -2-4--- ,AIR,2,,,5535.0
MXP,MALPENSA AIRPORT,MILAN,ITALY,WESTERN EUROPE,LAX,LOS ANGELES INTERNATIONAL AIRPORT,LOS ANGELES,UNITED STATES,NORTH AMERICA,NW,RD,NORTHWEST AIRLINES INC.,RYAN INTERNATIONAL AIRLINES,YES,M1M,MCDONNELL-DOUGLAS,8722,20010301,20010324,10:30,14:15,765,1,B, , 123-567 ,AIR,6,,,5246.0
MXP,MALPENSA AIRPORT,MILAN,ITALY,WESTERN EUROPE,NRT,NARITA INTERNATIONAL,TOKYO,JAPAN,FAR EAST ASIA,JL,AZ,"Japan Airlines Co., Ltd.",Alitalia - Societa Aerea Italiana S.p.A,YES,747,BOEING,4018,20010301,20010324,14:00,09:55,715,,1, , -2---6- ,AIR,2,,,5269.0
SIN,CHANGI AIRPORT,SINGAPORE,SINGAPORE,SOUTHEAST ASIA,FRA,FRANKFURT INTERNATIONAL AIRPORT,FRANKFURT,GERMANY,WESTERN EUROPE,NZ,LH,Air New Zealand Limited,Deutsche Lufthansa AG,YES,343,AIRBUS,4589,20010301,20010322,22:40,05:30,830,2,1, , -2-4-6- ,AIR,3,,,5566.0
SIN,CHANGI AIRPORT,SINGAPORE,SINGAPORE,SOUTHEAST ASIA,LHR,HEATHROW AIRPORT,LONDON,UNITED KINGDOM,WESTERN EUROPE,BA,QF,British Airways p.l.c.,Qantas Airways Ltd.,YES,744,BOEING,7319,20010305,20010305,03:50,09:40,830,1,4, , 1------ ,AIR,1,,,5894.0
SIN,CHANGI AIRPORT,SINGAPORE,SINGAPORE,SOUTHEAST ASIA,FRA,FRANKFURT INTERNATIONAL AIRPORT,FRANKFURT,GERMANY,WESTERN EUROPE,LH,SQ,Deutsche Lufthansa AG,Singapore Airlines Limited,YES,747,BOEING,6375,20010301,20010324,12:30,18:50,800,2,1, , --3-567 ,AIR,4,,,5566.0
SIN,CHANGI AIRPORT,SINGAPORE,SINGAPORE,SOUTHEAST ASIA,LHR,HEATHROW AIRPORT,LONDON,UNITED KINGDOM,WESTERN EUROPE,SQ,NZ,Singapore Airlines Limited,Air New Zealand Limited,YES,744,BOEING,318,20010301,20010324,09:00,15:10,850,,, , 1234567 ,AIR,7,,,5894.0
KIX,KANSAI INTERNATIONAL AIRPORT,OSAKA,JAPAN,FAR EAST ASIA,DTW,METROPOLITAN WAYNE COUNTY AIRPORT,DETROIT,UNITED STATES,NORTH AMERICA,CO,NW,Cobaltair Ltd,NORTHWEST AIRLINES INC.,YES,744,BOEING,5070,20010301,20010331,16:25,14:35,730,,I,Y, 1234567 ,AIR,7,,,5746.0
SIN,CHANGI AIRPORT,SINGAPORE,SINGAPORE,SOUTHEAST ASIA,ZRH,ZURICH AIRPORT,ZURICH,SWITZERLAND,WESTERN EUROPE,NZ,SQ,Air New Zealand Limited,Singapore Airlines Limited,YES,744,BOEING,4326,20010301,20010320,23:50,06:05,795,2,A,Q, -2---67 ,AIR,3,,,5575.0
ZRH,ZURICH AIRPORT,ZURICH,SWITZERLAND,WESTERN EUROPE,SIN,CHANGI AIRPORT,SINGAPORE,SINGAPORE,SOUTHEAST ASIA,SQ,NZ,Singapore Airlines Limited,Air New Zealand Limited,YES,744,BOEING,345,20010301,20010323,12:45,07:40,715,,, , 1---5-- ,AIR,2,,,5575.0
SIN,CHANGI AIRPORT,SINGAPORE,SINGAPORE,SOUTHEAST ASIA,LHR,HEATHROW AIRPORT,LONDON,UNITED KINGDOM,WESTERN EUROPE,BA,QF,British Airways p.l.c.,Qantas Airways Ltd.,YES,744,BOEING,7309,20010301,20010303,23:20,05:20,840,1,4,X, 1234567 ,AIR,3,,,5894.0
KIX,KANSAI INTERNATIONAL AIRPORT,OSAKA,JAPAN,FAR EAST ASIA,CHC,CHRISTCHURCH INTERNATIONAL AIRPORT,CHRISTCHURCH,NEW ZEALAND,PACIFIC,JL,NZ,"Japan Airlines Co., Ltd.",Air New Zealand Limited,YES,767,BOEING,98,20010301,20010310,18:50,10:25,695,,, , -----6- ,AIR,1,,,5139.0
ZRH,ZURICH AIRPORT,ZURICH,SWITZERLAND,WESTERN EUROPE,NRT,NARITA INTERNATIONAL,TOKYO,JAPAN,FAR EAST ASIA,JL,SR,"Japan Airlines Co., Ltd.",SundAir Gmbh,YES,M11,MCDONNELL-DOUGLAS,454,20010301,20010323,14:00,09:50,710,,, , 1---5-7 ,AIR,3,,,5183.0
ZRH,ZURICH AIRPORT,ZURICH,SWITZERLAND,WESTERN EUROPE,SFO,SAN FRANCISCO INTERNATIONAL AIRPORT,SAN FRANCISCO,UNITED STATES,NORTH AMERICA,AA,SR,American Airlines,SundAir Gmbh,YES,M11,MCDONNELL-DOUGLAS,6419,20010301,20010323,16:20,19:20,720,A,I, , 123-5-7 ,AIR,5,,,5076.0
ZRH,ZURICH AIRPORT,ZURICH,SWITZERLAND,WESTERN EUROPE,NRT,NARITA INTERNATIONAL,TOKYO,JAPAN,FAR EAST ASIA,SR,JL,SundAir Gmbh,"Japan Airlines Co., Ltd.",YES,M11,MCDONNELL-DOUGLAS,9670,20010301,20010324,17:20,13:10,710,A,2, , --34-6- ,AIR,3,,,5183.0
SIN,CHANGI AIRPORT,SINGAPORE,SINGAPORE,SOUTHEAST ASIA,CPH,KASTRUP AIRPORT,COPENHAGEN,DENMARK,WESTERN EUROPE,AC,SQ,Air Canada,Singapore Airlines Limited,YES,343,AIRBUS,9942,20010301,20010324,00:10,07:05,835,2,2,O, -----67 ,AIR,2,,,5399.0
SIN,CHANGI AIRPORT,SINGAPORE,SINGAPORE,SOUTHEAST ASIA,LHR,HEATHROW AIRPORT,LONDON,UNITED KINGDOM,WESTERN EUROPE,BA,QF,British Airways p.l.c.,Qantas Airways Ltd.,YES,744,BOEING,7371,20010301,20010324,07:45,13:45,840,1,4,X, -2---6- ,AIR,2,,,5894.0
SIN,CHANGI AIRPORT,SINGAPORE,SINGAPORE,SOUTHEAST ASIA,LHR,HEATHROW AIRPORT,LONDON,UNITED KINGDOM,WESTERN EUROPE,BA,QF,British Airways p.l.c.,Qantas Airways Ltd.,YES,744,BOEING,7371,20010301,20010322,07:45,14:00,855,1,4,X, ---4--- ,AIR,1,,,5894.0
ZRH,ZURICH AIRPORT,ZURICH,SWITZERLAND,WESTERN EUROPE,KUL,KUALA LUMPUR INTERNATIONAL AIRPORT,KUALA LUMPUR,MALAYSIA,SOUTHEAST ASIA,SR,MH,SundAir Gmbh,Malaysia Airlines Berhad,YES,772,BOEING,9650,20010301,20010323,13:00,07:55,715,A,, , --345-7 ,AIR,4,,,5421.0
KIX,KANSAI INTERNATIONAL AIRPORT,OSAKA,JAPAN,FAR EAST ASIA,MXP,MALPENSA AIRPORT,MILAN,ITALY,WESTERN EUROPE,JL,AZ,"Japan Airlines Co., Ltd.",Alitalia - Societa Aerea Italiana S.p.A,YES,747,BOEING,4029,20010301,20010323,12:25,17:15,770,,, , --3-5-7 ,AIR,3,,,5204.0
KIX,KANSAI INTERNATIONAL AIRPORT,OSAKA,JAPAN,FAR EAST ASIA,FRA,FRANKFURT INTERNATIONAL AIRPORT,FRANKFURT,GERMANY,WESTERN EUROPE,NH,LH,All Nippon Airways Co. Ltd.,Deutsche Lufthansa AG,YES,744,BOEING,6005,20010301,20010323,10:35,14:35,720,,1, , 1---5-7 ,AIR,3,,,5014.0
SIN,CHANGI AIRPORT,SINGAPORE,SINGAPORE,SOUTHEAST ASIA,LHR,HEATHROW AIRPORT,LONDON,UNITED KINGDOM,WESTERN EUROPE,AN,SQ,"Advanced Air, LLC",Singapore Airlines Limited,YES,744,BOEING,8260,20010301,20010324,12:30,18:40,850,2,3,Q, 1234567 ,AIR,7,,,5894.0
ZRH,ZURICH AIRPORT,ZURICH,SWITZERLAND,WESTERN EUROPE,SIN,CHANGI AIRPORT,SINGAPORE,SINGAPORE,SOUTHEAST ASIA,AN,SQ,"Advanced Air, LLC",Singapore Airlines Limited,YES,744,BOEING,8245,20010301,20010320,13:20,08:15,715,B,2,Q, -2----- ,AIR,1,,,5575.0
KIX,KANSAI INTERNATIONAL AIRPORT,OSAKA,JAPAN,FAR EAST ASIA,ORD,O'HARE INTERNATIONAL AIRPORT,CHICAGO,UNITED STATES,NORTH AMERICA,AA,JL,American Airlines,"Japan Airlines Co., Ltd.",YES,744,BOEING,7240,20010301,20010329,11:30,08:10,700,,5, , 1--4--- ,AIR,2,,,5646.0
DFW,DALLAS/FT. WORTH INTERNATIONAL AIRPORT,DALLAS FORT WORTH,UNITED STATES,NORTH AMERICA,NRT,NARITA INTERNATIONAL,TOKYO,JAPAN,FAR EAST ASIA,JL,AA,"Japan Airlines Co., Ltd.",American Airlines,YES,777,BOEING,5001,20010301,20010324,11:10,15:40,810,A,1, , 1234567 ,AIR,7,,,5574.0
SIN,CHANGI AIRPORT,SINGAPORE,SINGAPORE,SOUTHEAST ASIA,AMS,SCHIPHOL AIRPORT,AMSTERDAM,NETHERLANDS,WESTERN EUROPE,NZ,SQ,Air New Zealand Limited,Singapore Airlines Limited,YES,744,BOEING,4328,20010301,20010323,23:40,06:20,820,2,,A, 1-3-5-- ,AIR,3,,,5690.0
DFW,DALLAS/FT. WORTH INTERNATIONAL AIRPORT,DALLAS FORT WORTH,UNITED STATES,NORTH AMERICA,NRT,NARITA INTERNATIONAL,TOKYO,JAPAN,FAR EAST ASIA,AA,JL,American Airlines,"Japan Airlines Co., Ltd.",YES,M11,MCDONNELL-DOUGLAS,7205,20010301,20010331,12:00,16:40,820,B,2, , 123--6- ,AIR,4,,,5574.0
DFW,DALLAS/FT. WORTH INTERNATIONAL AIRPORT,DALLAS FORT WORTH,UNITED STATES,NORTH AMERICA,NRT,NARITA INTERNATIONAL,TOKYO,JAPAN,FAR EAST ASIA,AA,JL,American Airlines,"Japan Airlines Co., Ltd.",YES,M11,MCDONNELL-DOUGLAS,7205,20010301,20010330,13:10,17:50,820,B,2, , ---45-7 ,AIR,3,,,5574.0
ZRH,ZURICH AIRPORT,ZURICH,SWITZERLAND,WESTERN EUROPE,SIN,CHANGI AIRPORT,SINGAPORE,SINGAPORE,SOUTHEAST ASIA,SQ,NZ,Singapore Airlines Limited,Air New Zealand Limited,YES,744,BOEING,345,20010301,20010324,12:35,07:30,715,,, , -----6- ,AIR,1,,,5575.0
ZRH,ZURICH AIRPORT,ZURICH,SWITZERLAND,WESTERN EUROPE,SIN,CHANGI AIRPORT,SINGAPORE,SINGAPORE,SOUTHEAST ASIA,NZ,SQ,Air New Zealand Limited,Singapore Airlines Limited,YES,744,BOEING,4325,20010301,20010323,12:45,07:40,715,A,2,Q, 1---5-- ,AIR,2,,,5575.0
SIN,CHANGI AIRPORT,SINGAPORE,SINGAPORE,SOUTHEAST ASIA,CPH,KASTRUP AIRPORT,COPENHAGEN,DENMARK,WESTERN EUROPE,AN,SQ,"Advanced Air, LLC",Singapore Airlines Limited,YES,343,AIRBUS,8352,20010301,20010324,00:10,07:05,835,2,2, , ---4-67 ,AIR,3,,,5399.0
KIX,KANSAI INTERNATIONAL AIRPORT,OSAKA,JAPAN,FAR EAST ASIA,CHC,CHRISTCHURCH INTERNATIONAL AIRPORT,CHRISTCHURCH,NEW ZEALAND,PACIFIC,JL,NZ,"Japan Airlines Co., Ltd.",Air New Zealand Limited,YES,767,BOEING,98,20010301,20010311,19:45,11:20,695,,, , ------7 ,AIR,1,,,5139.0
SIN,CHANGI AIRPORT,SINGAPORE,SINGAPORE,SOUTHEAST ASIA,LHR,HEATHROW AIRPORT,LONDON,UNITED KINGDOM,WESTERN EUROPE,NZ,SQ,Air New Zealand Limited,Singapore Airlines Limited,YES,744,BOEING,4318,20010301,20010324,09:00,15:10,850,2,3,Q, 1234567 ,AIR,7,,,5894.0
ZRH,ZURICH AIRPORT,ZURICH,SWITZERLAND,WESTERN EUROPE,GRU,GUARULHOS INTERNATIONAL AIRPORT,SAO PAULO,BRAZIL,SOUTH AMERICA,SN,SR,Brussels Airlines,SundAir Gmbh,YES,M11,MCDONNELL-DOUGLAS,9395,20010301,20010322,22:45,06:30,705,A,1,O, -2-4--7 ,AIR,3,,,5226.0
KIX,KANSAI INTERNATIONAL AIRPORT,OSAKA,JAPAN,FAR EAST ASIA,DFW,DALLAS/FT. WORTH INTERNATIONAL AIRPORT,DALLAS FORT WORTH,UNITED STATES,NORTH AMERICA,JL,AA,"Japan Airlines Co., Ltd.",American Airlines,YES,777,BOEING,5022,20010301,20010324,18:55,15:35,700,,A, , 1234567 ,AIR,7,,,5807.0
ZRH,ZURICH AIRPORT,ZURICH,SWITZERLAND,WESTERN EUROPE,SIN,CHANGI AIRPORT,SINGAPORE,SINGAPORE,SOUTHEAST ASIA,QF,SR,Qantas Airways Ltd.,SundAir Gmbh,YES,M11,MCDONNELL-DOUGLAS,3088,20010301,20010323,20:55,16:00,725,A,1, , 1-3-5-- ,AIR,3,,,5575.0
ZRH,ZURICH AIRPORT,ZURICH,SWITZERLAND,WESTERN EUROPE,NRT,NARITA INTERNATIONAL,TOKYO,JAPAN,FAR EAST ASIA,JL,SR,"Japan Airlines Co., Ltd.",SundAir Gmbh,YES,M11,MCDONNELL-DOUGLAS,454,20010301,20010320,13:05,08:55,710,,, , -2----- ,AIR,1,,,5183.0
ZRH,ZURICH AIRPORT,ZURICH,SWITZERLAND,WESTERN EUROPE,LAX,LOS ANGELES INTERNATIONAL AIRPORT,LOS ANGELES,UNITED STATES,NORTH AMERICA,AA,SR,American Airlines,SundAir Gmbh,YES,M11,MCDONNELL-DOUGLAS,6417,20010301,20010324,10:00,13:10,730,A,5, , 1234567 ,AIR,7,,,5160.0
ZRH,ZURICH AIRPORT,ZURICH,SWITZERLAND,WESTERN EUROPE,SIN,CHANGI AIRPORT,SINGAPORE,SINGAPORE,SOUTHEAST ASIA,AN,SQ,"Advanced Air, LLC",Singapore Airlines Limited,YES,744,BOEING,8245,20010301,20010324,12:35,07:30,715,B,2,Q, -----67 ,AIR,2,,,5575.0
SIN,CHANGI AIRPORT,SINGAPORE,SINGAPORE,SOUTHEAST ASIA,FRA,FRANKFURT INTERNATIONAL AIRPORT,FRANKFURT,GERMANY,WESTERN EUROPE,SQ,LH,Singapore Airlines Limited,Deutsche Lufthansa AG,YES,747,BOEING,2008,20010301,20010323,23:59,06:10,791,,,O, 1234567 ,AIR,7,,,5566.0
ZRH,ZURICH AIRPORT,ZURICH,SWITZERLAND,WESTERN EUROPE,GRU,GUARULHOS INTERNATIONAL AIRPORT,SAO PAULO,BRAZIL,SOUTH AMERICA,SN,SR,Brussels Airlines,SundAir Gmbh,YES,M11,MCDONNELL-DOUGLAS,9393,20010301,20010324,22:45,06:30,645,A,1,O, -----6- ,AIR,1,,,5226.0
SIN,CHANGI AIRPORT,SINGAPORE,SINGAPORE,SOUTHEAST ASIA,LHR,HEATHROW AIRPORT,LONDON,UNITED KINGDOM,WESTERN EUROPE,AC,SQ,Air Canada,Singapore Airlines Limited,YES,744,BOEING,9940,20010301,20010324,09:00,15:10,850,2,3,O, 1234567 ,AIR,7,,,5894.0
ZRH,ZURICH AIRPORT,ZURICH,SWITZERLAND,WESTERN EUROPE,SIN,CHANGI AIRPORT,SINGAPORE,SINGAPORE,SOUTHEAST ASIA,AN,SQ,"Advanced Air, LLC",Singapore Airlines Limited,YES,744,BOEING,8245,20010301,20010322,13:45,08:40,715,B,2,Q, ---4--- ,AIR,1,,,5575.0
SIN,CHANGI AIRPORT,SINGAPORE,SINGAPORE,SOUTHEAST ASIA,FRA,FRANKFURT INTERNATIONAL AIRPORT,FRANKFURT,GERMANY,WESTERN EUROPE,SQ,LH,Singapore Airlines Limited,Deutsche Lufthansa AG,YES,340,AIRBUS,2002,20010301,20010322,22:40,05:30,830,,,O, -2-4-6- ,AIR,3,,,5566.0
SIN,CHANGI AIRPORT,SINGAPORE,SINGAPORE,SOUTHEAST ASIA,ZRH,ZURICH AIRPORT,ZURICH,SWITZERLAND,WESTERN EUROPE,AN,SQ,"Advanced Air, LLC",Singapore Airlines Limited,YES,744,BOEING,8246,20010301,20010323,23:50,06:05,795,2,B,Q, 1234567 ,AIR,7,,,5575.0
SIN,CHANGI AIRPORT,SINGAPORE,SINGAPORE,SOUTHEAST ASIA,LHR,HEATHROW AIRPORT,LONDON,UNITED KINGDOM,WESTERN EUROPE,QF,BA,Qantas Airways Ltd.,British Airways p.l.c.,YES,744,BOEING,307,20010301,20010311,11:20,17:40,860,1,4, , 1234567 ,AIR,7,,,5894.0
