Origin Airport,Origin Airport Name,Origin City Name,Origin Country Name,Origin Region Name,Destination Airport,Destination Airport Name,Destination City Name,Destination Country Name,Destination Region Name,Marketing Airline,Operating Airline,Marketing Airline Name,Operating Airline Name,Code Share,Fleet,Manufacturer,Flight No,Effective Date,Discontinued Date,Departure Time,Arrival Time,Duration,Departure Terminal,Arrival Terminal,Restricted Code,Frequency,Schedule Type,DepCount,Operating Airline   Capacity,Operating Airline   ASM(Nautical)(Millions),Distance
SIN,CHANGI AIRPORT,SINGAPORE,SINGAPORE,SOUTHEAST ASIA,LHR,HEATHROW AIRPORT,LONDON,UNITED KINGDOM,WESTERN EUROPE,QF,BA,Qantas Airways Ltd.,British Airways p.l.c.,YES,744,BOEING,319,20001101,20001130,22:35,4:55,860,1,4, ,1234567,AIR,7,,,5894.0
ZRH,ZURICH AIRPORT,ZURICH,SWITZERLAND,WESTERN EUROPE,GRU,GUARULHOS INTERNATIONAL AIRPORT,SAO PAULO,BRAZIL,SOUTH AMERICA,SN,SR,Brussels Airlines,SundAir Gmbh,YES,M11,MCDONNELL-DOUGLAS,9395,20001101,20001130,22:45,7:30,705,A,1,O, -2-4--7 ,AIR,3,,,5226.0
SIN,CHANGI AIRPORT,SINGAPORE,SINGAPORE,SOUTHEAST ASIA,LHR,HEATHROW AIRPORT,LONDON,UNITED KINGDOM,WESTERN EUROPE,AN,SQ,"Advanced Air, LLC",Singapore Airlines Limited,YES,744,BOEING,8258,20001101,20001130,9:00,15:10,850,2,3,Q,1234567,AIR,7,,,5894.0
SIN,CHANGI AIRPORT,SINGAPORE,SINGAPORE,SOUTHEAST ASIA,CPH,KASTRUP AIRPORT,COPENHAGEN,DENMARK,WESTERN EUROPE,AC,SQ,Air Canada,Singapore Airlines Limited,YES,343,AIRBUS,9942,20001101,20001130,0:10,7:05,835,2,2,O, 1----67 ,AIR,3,,,5399.0
SIN,CHANGI AIRPORT,SINGAPORE,SINGAPORE,SOUTHEAST ASIA,FRA,FRANKFURT INTERNATIONAL AIRPORT,FRANKFURT,GERMANY,WESTERN EUROPE,AN,SQ,"Advanced Air, LLC",Singapore Airlines Limited,YES,744,BOEING,8296,20001104,20001130,12:30,18:50,800,2,1,Q, -----67 ,AIR,2,,,5566.0
SIN,CHANGI AIRPORT,SINGAPORE,SINGAPORE,SOUTHEAST ASIA,FRA,FRANKFURT INTERNATIONAL AIRPORT,FRANKFURT,GERMANY,WESTERN EUROPE,LH,SQ,Deutsche Lufthansa AG,Singapore Airlines Limited,YES,747,BOEING,6373,20001101,20001130,23:55,6:15,800,2,1, ,1234567,AIR,7,,,5566.0
ZRH,ZURICH AIRPORT,ZURICH,SWITZERLAND,WESTERN EUROPE,SIN,CHANGI AIRPORT,SINGAPORE,SINGAPORE,SOUTHEAST ASIA,AN,SQ,"Advanced Air, LLC",Singapore Airlines Limited,YES,744,BOEING,8245,20001102,20001130,13:45,8:40,715,B,2, , ---4--- ,AIR,1,,,5575.0
KIX,KANSAI INTERNATIONAL AIRPORT,OSAKA,JAPAN,FAR EAST ASIA,DFW,DALLAS/FT. WORTH INTERNATIONAL AIRPORT,DALLAS FORT WORTH,UNITED STATES,NORTH AMERICA,JL,AA,"Japan Airlines Co., Ltd.",American Airlines,YES,777,BOEING,5022,20001101,20001130,18:55,15:35,700,,C, ,1234567,AIR,7,,,5807.0
ZRH,ZURICH AIRPORT,ZURICH,SWITZERLAND,WESTERN EUROPE,HKG,HONG KONG INTERNATIONAL AIRPORT,HONG KONG,HONG KONG - CHINA,FAR EAST ASIA,CX,SR,"Cathay Pacific Airways, Ltd.",SundAir Gmbh,YES,M11,MCDONNELL-DOUGLAS,1290,20001101,20001130,20:40,15:20,700,B,, ,-234567,AIR,6,,,5019.0
SIN,CHANGI AIRPORT,SINGAPORE,SINGAPORE,SOUTHEAST ASIA,ZRH,ZURICH AIRPORT,ZURICH,SWITZERLAND,WESTERN EUROPE,VN,SR,Vietnam Airlines JSC,SundAir Gmbh,YES,M11,MCDONNELL-DOUGLAS,187,20001102,20001130,23:45,6:05,800,1,B,A, -2-4-6- ,AIR,3,,,5575.0
SIN,CHANGI AIRPORT,SINGAPORE,SINGAPORE,SOUTHEAST ASIA,FRA,FRANKFURT INTERNATIONAL AIRPORT,FRANKFURT,GERMANY,WESTERN EUROPE,LH,SQ,Deutsche Lufthansa AG,Singapore Airlines Limited,YES,747,BOEING,6375,20001101,20001130,12:30,18:50,800,2,1, , --3-567 ,AIR,4,,,5566.0
SIN,CHANGI AIRPORT,SINGAPORE,SINGAPORE,SOUTHEAST ASIA,LHR,HEATHROW AIRPORT,LONDON,UNITED KINGDOM,WESTERN EUROPE,AN,SQ,"Advanced Air, LLC",Singapore Airlines Limited,YES,744,BOEING,8260,20001101,20001130,12:35,18:45,850,2,3,Q,1234567,AIR,7,,,5894.0
KIX,KANSAI INTERNATIONAL AIRPORT,OSAKA,JAPAN,FAR EAST ASIA,CHC,CHRISTCHURCH INTERNATIONAL AIRPORT,CHRISTCHURCH,NEW ZEALAND,PACIFIC,JL,NZ,"Japan Airlines Co., Ltd.",Air New Zealand Limited,YES,767,BOEING,98,20001104,20001125,18:50,10:25,695,,M, , -----6- ,AIR,1,,,5139.0
ZRH,ZURICH AIRPORT,ZURICH,SWITZERLAND,WESTERN EUROPE,GIG,GALEAO- A.C. JOBIM INTL AIRPORT,RIO DE JANEIRO,BRAZIL,SOUTH AMERICA,SN,SR,Brussels Airlines,SundAir Gmbh,YES,M11,MCDONNELL-DOUGLAS,9397,20001103,20001130,22:45,7:15,690,A,1,O, ----5-- ,AIR,1,,,5105.0
ZRH,ZURICH AIRPORT,ZURICH,SWITZERLAND,WESTERN EUROPE,LAX,LOS ANGELES INTERNATIONAL AIRPORT,LOS ANGELES,UNITED STATES,NORTH AMERICA,AA,SR,American Airlines,SundAir Gmbh,YES,M11,MCDONNELL-DOUGLAS,6417,20001101,20001130,10:00,13:10,730,A,5, ,1234567,AIR,7,,,5160.0
ZRH,ZURICH AIRPORT,ZURICH,SWITZERLAND,WESTERN EUROPE,NRT,NARITA INTERNATIONAL,TOKYO,JAPAN,FAR EAST ASIA,JL,SR,"Japan Airlines Co., Ltd.",SundAir Gmbh,YES,M11,MCDONNELL-DOUGLAS,454,20001103,20001130,14:00,9:50,710,B,2, , 1---5-7 ,AIR,3,,,5183.0
SIN,CHANGI AIRPORT,SINGAPORE,SINGAPORE,SOUTHEAST ASIA,ZRH,ZURICH AIRPORT,ZURICH,SWITZERLAND,WESTERN EUROPE,AN,SQ,"Advanced Air, LLC",Singapore Airlines Limited,YES,744,BOEING,8246,20001101,20001130,23:50,6:05,795,2,B,Q,1234567,AIR,7,,,5575.0
SIN,CHANGI AIRPORT,SINGAPORE,SINGAPORE,SOUTHEAST ASIA,LHR,HEATHROW AIRPORT,LONDON,UNITED KINGDOM,WESTERN EUROPE,QF,BA,Qantas Airways Ltd.,British Airways p.l.c.,YES,744,BOEING,307,20001101,20001130,11:20,17:40,860,1,4, ,1234567,AIR,7,,,5894.0
SIN,CHANGI AIRPORT,SINGAPORE,SINGAPORE,SOUTHEAST ASIA,FRA,FRANKFURT INTERNATIONAL AIRPORT,FRANKFURT,GERMANY,WESTERN EUROPE,SQ,LH,Singapore Airlines Limited,Deutsche Lufthansa AG,YES,744,BOEING,2008,20001101,20001130,23:59,6:10,791,2,1, ,1234567,AIR,7,,,5566.0
SIN,CHANGI AIRPORT,SINGAPORE,SINGAPORE,SOUTHEAST ASIA,ZRH,ZURICH AIRPORT,ZURICH,SWITZERLAND,WESTERN EUROPE,QF,SR,Qantas Airways Ltd.,SundAir Gmbh,YES,M11,MCDONNELL-DOUGLAS,3089,20001101,20001130,23:45,6:05,800,1,A, , -2-4-6- ,AIR,3,,,5575.0
DFW,DALLAS/FT. WORTH INTERNATIONAL AIRPORT,DALLAS FORT WORTH,UNITED STATES,NORTH AMERICA,NRT,NARITA INTERNATIONAL,TOKYO,JAPAN,FAR EAST ASIA,AA,JL,American Airlines,"Japan Airlines Co., Ltd.",YES,M11,MCDONNELL-DOUGLAS,7205,20001102,20001130,13:10,17:50,820,B,2, , ---45-7 ,AIR,3,,,5574.0
SIN,CHANGI AIRPORT,SINGAPORE,SINGAPORE,SOUTHEAST ASIA,LHR,HEATHROW AIRPORT,LONDON,UNITED KINGDOM,WESTERN EUROPE,BA,QF,British Airways p.l.c.,Qantas Airways Ltd.,YES,744,BOEING,7309,20001101,20001130,23:20,5:20,840,1,4,X,1234567,AIR,7,,,5894.0
KIX,KANSAI INTERNATIONAL AIRPORT,OSAKA,JAPAN,FAR EAST ASIA,CHC,CHRISTCHURCH INTERNATIONAL AIRPORT,CHRISTCHURCH,NEW ZEALAND,PACIFIC,JL,NZ,"Japan Airlines Co., Ltd.",Air New Zealand Limited,YES,767,BOEING,98,20001106,20001127,18:20,9:55,695,,M, , 1------ ,AIR,1,,,5139.0
SIN,CHANGI AIRPORT,SINGAPORE,SINGAPORE,SOUTHEAST ASIA,LHR,HEATHROW AIRPORT,LONDON,UNITED KINGDOM,WESTERN EUROPE,AC,SQ,Air Canada,Singapore Airlines Limited,YES,744,BOEING,9940,20001101,20001130,9:00,15:10,850,2,3,O,1234567,AIR,7,,,5894.0
ZRH,ZURICH AIRPORT,ZURICH,SWITZERLAND,WESTERN EUROPE,SIN,CHANGI AIRPORT,SINGAPORE,SINGAPORE,SOUTHEAST ASIA,AN,SQ,"Advanced Air, LLC",Singapore Airlines Limited,YES,744,BOEING,8245,20001101,20001130,12:35,7:30,715,B,2,Q, 1-3-567 ,AIR,5,,,5575.0
SIN,CHANGI AIRPORT,SINGAPORE,SINGAPORE,SOUTHEAST ASIA,LHR,HEATHROW AIRPORT,LONDON,UNITED KINGDOM,WESTERN EUROPE,BA,QF,British Airways p.l.c.,Qantas Airways Ltd.,YES,744,BOEING,7371,20001101,20001130,7:45,13:45,840,1,4,X, -2---6- ,AIR,2,,,5894.0
KIX,KANSAI INTERNATIONAL AIRPORT,OSAKA,JAPAN,FAR EAST ASIA,CDG,CHARLES DE GAULLE AIRPORT,PARIS,FRANCE,WESTERN EUROPE,JL,AF,"Japan Airlines Co., Ltd.",Air France,YES,343,AIRBUS,435,20001101,20001130,12:45,17:40,775,,2F, , 1-34--7 ,AIR,4,,,5207.0
ZRH,ZURICH AIRPORT,ZURICH,SWITZERLAND,WESTERN EUROPE,SIN,CHANGI AIRPORT,SINGAPORE,SINGAPORE,SOUTHEAST ASIA,AN,SQ,"Advanced Air, LLC",Singapore Airlines Limited,YES,744,BOEING,8245,20001101,20001130,13:20,8:15,715,B,2,Q, -2----- ,AIR,1,,,5575.0
MXP,MALPENSA AIRPORT,MILAN,ITALY,WESTERN EUROPE,LAX,LOS ANGELES INTERNATIONAL AIRPORT,LOS ANGELES,UNITED STATES,NORTH AMERICA,NW,RD,NORTHWEST AIRLINES INC.,RYAN INTERNATIONAL AIRLINES,YES,M1M,MCDONNELL-DOUGLAS,8922,20001101,20001130,10:30,14:15,765,1,B, , 123-567 ,AIR,6,,,5246.0
MXP,MALPENSA AIRPORT,MILAN,ITALY,WESTERN EUROPE,SFO,SAN FRANCISCO INTERNATIONAL AIRPORT,SAN FRANCISCO,UNITED STATES,NORTH AMERICA,NW,RD,NORTHWEST AIRLINES INC.,RYAN INTERNATIONAL AIRLINES,YES,763,BOEING,8924,20001101,20001130,10:20,13:45,745,1,I, , 1-3456- ,AIR,5,,,5167.0
HKG,HONG KONG INTERNATIONAL AIRPORT,HONG KONG,HONG KONG - CHINA,FAR EAST ASIA,JNB,O.R. TAMBO INTERNATIONAL AIRPORT,JOHANNESBURG,SOUTH AFRICA,SOUTHERN AFRICA,CX,SA,"Cathay Pacific Airways, Ltd.",South African Airways,YES,747,BOEING,1749,20001101,20001130,23:50,6:50,780,,, , 1--4-6- ,AIR,3,,,5787.0
BAU,CENTRAL RAILWAY STATION,BAURU,BRAZIL,SOUTH AMERICA,SJP,ERIBELTO MANOEL REINO AIRPORT,SAO JOSE DO RIO PRETO,BRAZIL,SOUTH AMERICA,TR,Q9,Scoot Tigerair Pte. Ltd,SKY JET M.G. INC.,YES,EM2,EMBRAER,1526,20001101,20001130,17:38,18:11,33,,, ,1234567,AIR,7,,,5259.0
BAU,CENTRAL RAILWAY STATION,BAURU,BRAZIL,SOUTH AMERICA,CPQ,CAMPINAS,CAMPINAS,BRAZIL,SOUTH AMERICA,TR,Q9,Scoot Tigerair Pte. Ltd,SKY JET M.G. INC.,YES,EM2,EMBRAER,1583,20001101,20001130,7:28,8:03,35,,, ,1234567,AIR,7,,,5268.0
HKG,HONG KONG INTERNATIONAL AIRPORT,HONG KONG,HONG KONG - CHINA,FAR EAST ASIA,ZRH,ZURICH AIRPORT,ZURICH,SWITZERLAND,WESTERN EUROPE,SR,CX,SundAir Gmbh,"Cathay Pacific Airways, Ltd.",YES,343,AIRBUS,9661,20001101,20001130,23:35,6:05,810,,A, , -2-4-67 ,AIR,4,,,5019.0
CDG,CHARLES DE GAULLE AIRPORT,PARIS,FRANCE,WESTERN EUROPE,KIX,KANSAI INTERNATIONAL AIRPORT,OSAKA,JAPAN,FAR EAST ASIA,JL,AF,"Japan Airlines Co., Ltd.",Air France,YES,343,AIRBUS,436,20001101,20001130,13:15,9:15,720,2F,, , 1-34--7 ,AIR,4,,,5207.0
HKG,HONG KONG INTERNATIONAL AIRPORT,HONG KONG,HONG KONG - CHINA,FAR EAST ASIA,JNB,O.R. TAMBO INTERNATIONAL AIRPORT,JOHANNESBURG,SOUTH AFRICA,SOUTHERN AFRICA,SA,CX,South African Airways,"Cathay Pacific Airways, Ltd.",YES,744,BOEING,7801,20001101,20001130,23:40,6:30,770,,, , -23-5-7 ,AIR,4,,,5787.0
RUN,ROLAND GARROS AIRPORT,ST DENIS DE LA REUNION,REUNION ISLAND,EAST AFRICA,ORY,ORLY FIELD,PARIS,FRANCE,WESTERN EUROPE,IW,IJ,PT. Wings Abadi Airlines,Spring Airlines Japan Co. Ltd.,YES,D10,MCDONNELL-DOUGLAS,1804,20001104,20001118,8:10,16:40,690,,S, , -----6- ,AIR,1,,,5090.0
RUN,ROLAND GARROS AIRPORT,ST DENIS DE LA REUNION,REUNION ISLAND,EAST AFRICA,ORY,ORLY FIELD,PARIS,FRANCE,WESTERN EUROPE,IW,IJ,PT. Wings Abadi Airlines,Spring Airlines Japan Co. Ltd.,YES,D10,MCDONNELL-DOUGLAS,1802,20001105,20001130,21:45,6:20,695,,S, , ------7 ,AIR,1,,,5090.0
BAU,CENTRAL RAILWAY STATION,BAURU,BRAZIL,SOUTH AMERICA,CPQ,CAMPINAS,CAMPINAS,BRAZIL,SOUTH AMERICA,TR,Q9,Scoot Tigerair Pte. Ltd,SKY JET M.G. INC.,YES,EM2,EMBRAER,1525,20001101,20001130,13:50,14:27,37,,, ,1234567,AIR,7,,,5268.0
BAU,CENTRAL RAILWAY STATION,BAURU,BRAZIL,SOUTH AMERICA,GRU,GUARULHOS INTERNATIONAL AIRPORT,SAO PAULO,BRAZIL,SOUTH AMERICA,TR,Q9,Scoot Tigerair Pte. Ltd,SKY JET M.G. INC.,YES,EM2,EMBRAER,1527,20001101,20001130,19:22,20:19,57,,1, ,1234567,AIR,7,,,5263.0
CDG,CHARLES DE GAULLE AIRPORT,PARIS,FRANCE,WESTERN EUROPE,MRU,SIR S. RAMGOOLAM INTL AIRPORT,MAURITIUS,MAURITIUS,EAST AFRICA,AF,MK,Air France,Air Mauritius Ltd,YES,343,AIRBUS,3882,20001102,20001130,16:50,7:30,700,2A,, , ---4-6- ,AIR,2,,,5134.0
MXP,MALPENSA AIRPORT,MILAN,ITALY,WESTERN EUROPE,SFO,SAN FRANCISCO INTERNATIONAL AIRPORT,SAN FRANCISCO,UNITED STATES,NORTH AMERICA,NW,RD,NORTHWEST AIRLINES INC.,RYAN INTERNATIONAL AIRLINES,YES,767,BOEING,8924,20001101,20001130,10:20,13:45,745,1,I, , -2----7 ,AIR,2,,,5167.0
MXP,MALPENSA AIRPORT,MILAN,ITALY,WESTERN EUROPE,NRT,NARITA INTERNATIONAL,TOKYO,JAPAN,FAR EAST ASIA,AZ,JL,Alitalia - Societa Aerea Italiana S.p.A,"Japan Airlines Co., Ltd.",YES,744,BOEING,7786,20001102,20001130,20:40,16:25,705,1,2, , ---45-7 ,AIR,3,,,5269.0
CPT,CAPE TOWN INTERNATIONAL AIRPORT,CAPE TOWN,SOUTH AFRICA,SOUTHERN AFRICA,FLL,FT. LAUDERDALE INTERNATIONAL AIRPORT,FORT LAUDERDALE,UNITED STATES,NORTH AMERICA,DL,SA,"Delta Air Lines, Inc.",South African Airways,YES,744,BOEING,7007,20001101,20001130,21:45,5:30,885,,4, , --3-5-7 ,AIR,3,,,6695.0
IAD,DULLES INTERNATIONAL AIRPORT,WASHINGTON,UNITED STATES,NORTH AMERICA,NRT,NARITA INTERNATIONAL,TOKYO,JAPAN,FAR EAST ASIA,UA,NH,"United Airlines, Inc.",All Nippon Airways Co. Ltd.,YES,744,BOEING,8227,20001101,20001130,10:55,14:45,830,,2, ,1234567,AIR,7,,,5864.0
CPH,KASTRUP AIRPORT,COPENHAGEN,DENMARK,WESTERN EUROPE,SIN,CHANGI AIRPORT,SINGAPORE,SINGAPORE,SOUTHEAST ASIA,AC,SQ,Air Canada,Singapore Airlines Limited,YES,343,AIRBUS,9943,20001101,20001130,11:30,6:30,720,2,2,O, 1----67 ,AIR,3,,,5399.0
DTW,METROPOLITAN WAYNE COUNTY AIRPORT,DETROIT,UNITED STATES,NORTH AMERICA,KIX,KANSAI INTERNATIONAL AIRPORT,OSAKA,JAPAN,FAR EAST ASIA,KL,NW,KLM Royal Dutch Airlines,NORTHWEST AIRLINES INC.,YES,747,BOEING,6069,20001101,20001130,12:25,16:30,845,M,,A,1234567,AIR,7,,,5746.0
SFO,SAN FRANCISCO INTERNATIONAL AIRPORT,SAN FRANCISCO,UNITED STATES,NORTH AMERICA,PVG,PUDONG INTERNATIONAL AIRPORT,SHANGHAI,CHINA,FAR EAST ASIA,NW,CA,NORTHWEST AIRLINES INC.,Air China Limited,YES,744,BOEING,5986,20001102,20001130,13:55,19:30,815,I,, , ---4--- ,AIR,1,,,5346.0
SYD,KINGSFORD SMITH AIRPORT,SYDNEY,AUSTRALIA,AUSTRALIA,LAX,LOS ANGELES INTERNATIONAL AIRPORT,LOS ANGELES,UNITED STATES,NORTH AMERICA,UA,NZ,"United Airlines, Inc.",Air New Zealand Limited,YES,744,BOEING,4374,20001101,20001130,11:30,6:15,825,I,6, ,1234567,AIR,7,,,6536.0
FRA,FRANKFURT INTERNATIONAL AIRPORT,FRANKFURT,GERMANY,WESTERN EUROPE,NRT,NARITA INTERNATIONAL,TOKYO,JAPAN,FAR EAST ASIA,NH,LH,All Nippon Airways Co. Ltd.,Deutsche Lufthansa AG,YES,744,BOEING,6002,20001101,20001130,13:30,8:40,670,1,2, ,1234567,AIR,7,,,5066.0
YVR,VANCOUVER INTERNATIONAL AIRPORT,VANCOUVER,CANADA,NORTH AMERICA,TPE,TAIWAN TAOYUAN INTERNATIONAL AIRPORT,TAIPEI,TAIWAN,FAR EAST ASIA,AC,CP,Air Canada,Compass Airlines LLC,YES,744,BOEING,3017,20001101,20001130,12:00,16:35,755,M,2, ,1234567,AIR,7,,,5186.0
FRA,FRANKFURT INTERNATIONAL AIRPORT,FRANKFURT,GERMANY,WESTERN EUROPE,GRU,GUARULHOS INTERNATIONAL AIRPORT,SAO PAULO,BRAZIL,SOUTH AMERICA,LH,RG,Deutsche Lufthansa AG,Rotana Jet Aviation dba Rotana Jet,YES,M11,MCDONNELL-DOUGLAS,9876,20001101,20001130,11:00,19:59,719,1,2, , ------7 ,AIR,1,,,5323.0
SYD,KINGSFORD SMITH AIRPORT,SYDNEY,AUSTRALIA,AUSTRALIA,LAX,LOS ANGELES INTERNATIONAL AIRPORT,LOS ANGELES,UNITED STATES,NORTH AMERICA,AN,NZ,"Advanced Air, LLC",Air New Zealand Limited,YES,744,BOEING,8014,20001101,20001130,11:30,6:15,825,I,6, ,1234567,AIR,7,,,6536.0
SFO,SAN FRANCISCO INTERNATIONAL AIRPORT,SAN FRANCISCO,UNITED STATES,NORTH AMERICA,TPE,TAIWAN TAOYUAN INTERNATIONAL AIRPORT,TAIPEI,TAIWAN,FAR EAST ASIA,CO,BR,Cobaltair Ltd,EVA Airways Corporation,YES,74E,BOEING,9021,20001101,20001130,16:05,22:00,835,I,1, , -2-4-6- ,AIR,3,,,5617.0
SFO,SAN FRANCISCO INTERNATIONAL AIRPORT,SAN FRANCISCO,UNITED STATES,NORTH AMERICA,TPE,TAIWAN TAOYUAN INTERNATIONAL AIRPORT,TAIPEI,TAIWAN,FAR EAST ASIA,CO,BR,Cobaltair Ltd,EVA Airways Corporation,YES,74E,BOEING,9013,20001101,20001130,0:15,6:10,835,I,1, ,1234567,AIR,7,,,5617.0
DTW,METROPOLITAN WAYNE COUNTY AIRPORT,DETROIT,UNITED STATES,NORTH AMERICA,PVG,PUDONG INTERNATIONAL AIRPORT,SHANGHAI,CHINA,FAR EAST ASIA,CA,NW,Air China Limited,NORTHWEST AIRLINES INC.,YES,744,BOEING,990,20001102,20001130,15:40,19:40,900,M,, , ---4-6- ,AIR,2,,,6203.0
MEL,MELBOURNE AIRPORT,MELBOURNE,AUSTRALIA,AUSTRALIA,LAX,LOS ANGELES INTERNATIONAL AIRPORT,LOS ANGELES,UNITED STATES,NORTH AMERICA,AN,UA,"Advanced Air, LLC","United Airlines, Inc.",YES,744,BOEING,8848,20001101,20001130,11:40,6:50,850,M,7, ,1234567,AIR,7,,,6912.0
SFO,SAN FRANCISCO INTERNATIONAL AIRPORT,SAN FRANCISCO,UNITED STATES,NORTH AMERICA,PVG,PUDONG INTERNATIONAL AIRPORT,SHANGHAI,CHINA,FAR EAST ASIA,NW,CA,NORTHWEST AIRLINES INC.,Air China Limited,YES,74E,BOEING,5986,20001101,20001130,13:55,19:30,815,I,, , -2--567 ,AIR,4,,,5346.0
FRA,FRANKFURT INTERNATIONAL AIRPORT,FRANKFURT,GERMANY,WESTERN EUROPE,SIN,CHANGI AIRPORT,SINGAPORE,SINGAPORE,SOUTHEAST ASIA,AN,SQ,"Advanced Air, LLC",Singapore Airlines Limited,YES,744,BOEING,8295,20001101,20001130,20:45,15:35,710,1,2,Q, --3-567 ,AIR,4,,,5566.0
FRA,FRANKFURT INTERNATIONAL AIRPORT,FRANKFURT,GERMANY,WESTERN EUROPE,MEX,BENITO JUAREZ INTL AIRPORT,MEXICO CITY,MEXICO,NORTH AMERICA,MX,LH,COMPANIA MEXICANA DE AVIACION,Deutsche Lufthansa AG,YES,744,BOEING,3498,20001101,20001130,13:40,19:00,740,1,, ,1234567,AIR,7,,,5176.0
FRA,FRANKFURT INTERNATIONAL AIRPORT,FRANKFURT,GERMANY,WESTERN EUROPE,MEX,BENITO JUAREZ INTL AIRPORT,MEXICO CITY,MEXICO,NORTH AMERICA,SK,LH,Scandinavian Airlines System,Deutsche Lufthansa AG,YES,744,BOEING,3243,20001101,20001130,13:40,19:00,740,1,,Y,1234567,AIR,7,,,5176.0
FRA,FRANKFURT INTERNATIONAL AIRPORT,FRANKFURT,GERMANY,WESTERN EUROPE,LAX,LOS ANGELES INTERNATIONAL AIRPORT,LOS ANGELES,UNITED STATES,NORTH AMERICA,UA,LH,"United Airlines, Inc.",Deutsche Lufthansa AG,YES,744,BOEING,3521,20001101,20001130,10:15,12:55,700,1,6, ,1234567,AIR,7,,,5046.0
FRA,FRANKFURT INTERNATIONAL AIRPORT,FRANKFURT,GERMANY,WESTERN EUROPE,SIN,CHANGI AIRPORT,SINGAPORE,SINGAPORE,SOUTHEAST ASIA,LH,SQ,Deutsche Lufthansa AG,Singapore Airlines Limited,YES,747,BOEING,6374,20001101,20001130,20:45,15:35,710,1,2, , --3-567 ,AIR,4,,,5566.0
MEL,MELBOURNE AIRPORT,MELBOURNE,AUSTRALIA,AUSTRALIA,LAX,LOS ANGELES INTERNATIONAL AIRPORT,LOS ANGELES,UNITED STATES,NORTH AMERICA,AA,QF,American Airlines,Qantas Airways Ltd.,YES,744,BOEING,7367,20001101,20001124,12:15,7:30,855,M,B, , 12345-7 ,AIR,6,,,6912.0
DTW,METROPOLITAN WAYNE COUNTY AIRPORT,DETROIT,UNITED STATES,NORTH AMERICA,NGO,CHUBU CENTRAIR INTERNATIONAL AIRPORT,NAGOYA,JAPAN,FAR EAST ASIA,CO,NW,Cobaltair Ltd,NORTHWEST AIRLINES INC.,YES,744,BOEING,5071,20001101,20001130,14:20,17:55,815,M,,Y, 12-4-6- ,AIR,4,,,5688.0
SYD,KINGSFORD SMITH AIRPORT,SYDNEY,AUSTRALIA,AUSTRALIA,LAX,LOS ANGELES INTERNATIONAL AIRPORT,LOS ANGELES,UNITED STATES,NORTH AMERICA,AA,QF,American Airlines,Qantas Airways Ltd.,YES,744,BOEING,7361,20001107,20001130,19:00,13:30,810,I,B, ,1234567,AIR,1,,,6536.0
SFO,SAN FRANCISCO INTERNATIONAL AIRPORT,SAN FRANCISCO,UNITED STATES,NORTH AMERICA,TPE,TAIWAN TAOYUAN INTERNATIONAL AIRPORT,TAIPEI,TAIWAN,FAR EAST ASIA,AA,BR,American Airlines,EVA Airways Corporation,YES,744,BOEING,7405,20001101,20001130,0:15,6:10,835,I,2, ,1234567,AIR,7,,,5617.0
VIE,VIENNA INTERNATIONAL AIRPORT,VIENNA,AUSTRIA,WESTERN EUROPE,KUL,KUALA LUMPUR INTERNATIONAL AIRPORT,KUALA LUMPUR,MALAYSIA,SOUTHEAST ASIA,OS,NG,Austrian Airlines AG dba Austrian,LAUDA AIR LUFTFAHRT AG,YES,777,BOEING,561,20001103,20001110,13:35,7:20,645,,,Y, ----5-- ,AIR,1,,,5103.0
DTW,METROPOLITAN WAYNE COUNTY AIRPORT,DETROIT,UNITED STATES,NORTH AMERICA,KIX,KANSAI INTERNATIONAL AIRPORT,OSAKA,JAPAN,FAR EAST ASIA,CO,NW,Cobaltair Ltd,NORTHWEST AIRLINES INC.,YES,744,BOEING,5069,20001101,20001130,12:25,16:30,845,I,,Y,1234567,AIR,7,,,5746.0
MSP,ST PAUL INTERNATIONAL AIRPORT,MINNEAPOLIS / ST PAUL,UNITED STATES,NORTH AMERICA,NRT,NARITA INTERNATIONAL,TOKYO,JAPAN,FAR EAST ASIA,KL,NW,KLM Royal Dutch Airlines,NORTHWEST AIRLINES INC.,YES,747,BOEING,6019,20001101,20001130,12:45,16:30,765,M,1,A,1234567,AIR,7,,,5159.0
FRA,FRANKFURT INTERNATIONAL AIRPORT,FRANKFURT,GERMANY,WESTERN EUROPE,LAX,LOS ANGELES INTERNATIONAL AIRPORT,LOS ANGELES,UNITED STATES,NORTH AMERICA,UA,LH,"United Airlines, Inc.",Deutsche Lufthansa AG,YES,342,AIRBUS,3537,20001101,20001130,17:10,20:25,735,1,6, , -2345-7 ,AIR,5,,,5046.0
EWR,NEWARK LIBERTY INTERNATIONAL AIRPORT,NEW YORK,UNITED STATES,NORTH AMERICA,NRT,NARITA INTERNATIONAL,TOKYO,JAPAN,FAR EAST ASIA,NW,CO,NORTHWEST AIRLINES INC.,Cobaltair Ltd,YES,777,BOEING,6009,20001101,20001130,9:20,13:40,860,C,2, ,1234567,AIR,7,,,5838.0
YVR,VANCOUVER INTERNATIONAL AIRPORT,VANCOUVER,CANADA,NORTH AMERICA,TPE,TAIWAN TAOYUAN INTERNATIONAL AIRPORT,TAIPEI,TAIWAN,FAR EAST ASIA,BR,AC,EVA Airways Corporation,Air Canada,YES,744,BOEING,2009,20001101,20001130,12:00,16:35,755,M,2, , 1-3-5-7 ,AIR,4,,,5186.0
